model,market_key,selection,source,bin,lower,upper,n,mean_predicted,realized_win_rate,calibration_gap
m12_joint_hybrid_synergy,1X2,home,market,3,0.2,0.3,89,0.25663682671733473,0.2808988764044944,0.02426204968715967
m12_joint_hybrid_synergy,1X2,home,market,4,0.3,0.4,148,0.35558730285975815,0.40540540540540543,0.04981810254564728
m12_joint_hybrid_synergy,1X2,home,market,5,0.4,0.5,178,0.44816207715645123,0.4943820224719101,0.046219945315458866
m12_joint_hybrid_synergy,1X2,home,market,6,0.5,0.6,107,0.5388822298014356,0.4953271028037383,-0.04355512699769731
m12_joint_hybrid_synergy,1X2,home,market,7,0.6,0.7,35,0.6332182875840212,0.5428571428571428,-0.0903611447268784
m12_joint_hybrid_synergy,1X2,home,market,8,0.7,0.8,13,0.7462348494322888,0.6923076923076923,-0.0539271571245965
m12_joint_hybrid_synergy,1X2,home,market,9,0.8,0.9,2,0.8290213877706651,0.5,-0.32902138777066514
m12_joint_hybrid_synergy,1X2,home,market,10,0.9,1.0,1,0.9165525429670892,1.0,0.08344745703291079
m12_joint_hybrid_synergy,1X2,draw,model,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,draw,model,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,draw,model,3,0.2,0.3,595,0.2538658961008128,0.2571428571428571,0.003276961042044335
m12_joint_hybrid_synergy,1X2,draw,model,4,0.3,0.4,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,draw,model,5,0.4,0.5,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,draw,model,6,0.5,0.6,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,draw,model,7,0.6,0.7,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,draw,model,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,draw,model,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,draw,model,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,draw,market,1,0.0,0.1,2,0.08153156303948728,0.5,0.4184684369605127
m12_joint_hybrid_synergy,1X2,draw,market,2,0.1,0.2,21,0.1703640382685322,0.19047619047619047,0.020112152207658274
m12_joint_hybrid_synergy,1X2,draw,market,3,0.2,0.3,553,0.2604806907328671,0.2603978300180832,-8.286071478391666e-5
m12_joint_hybrid_synergy,1X2,draw,market,4,0.3,0.4,19,0.3083394003686288,0.21052631578947367,-0.09781308457915511
m12_joint_hybrid_synergy,1X2,draw,market,5,0.4,0.5,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,draw,market,6,0.5,0.6,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,draw,market,7,0.6,0.7,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,draw,market,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,draw,market,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,draw,market,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,away,model,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,away,model,2,0.1,0.2,3,0.19640169051638687,0.0,-0.19640169051638687
m12_joint_hybrid_synergy,1X2,away,model,3,0.2,0.3,165,0.2657347474046908,0.22424242424242424,-0.04149232316226653
m12_joint_hybrid_synergy,1X2,away,model,4,0.3,0.4,335,0.34503638854367247,0.3253731343283582,-0.019663254215314285
m12_joint_hybrid_synergy,1X2,away,model,5,0.4,0.5,91,0.4291481952252544,0.4065934065934066,-0.02255478863184779
m12_joint_hybrid_synergy,1X2,away,model,6,0.5,0.6,1,0.5469167225507914,0.0,-0.5469167225507914
m12_joint_hybrid_synergy,1X2,away,model,7,0.6,0.7,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,away,model,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,away,model,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,away,model,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,away,market,1,0.0,0.1,13,0.07403761349333292,0.0,-0.07403761349333292
m12_joint_hybrid_synergy,1X2,away,market,2,0.1,0.2,69,0.1644789145081753,0.2898550724637681,0.12537615795559282
m12_joint_hybrid_synergy,1X2,away,market,3,0.2,0.3,198,0.2506679700425934,0.23737373737373738,-0.013294232668856015
m12_joint_hybrid_synergy,1X2,away,market,4,0.3,0.4,180,0.3451257335647796,0.3,-0.04512573356477961
m12_joint_hybrid_synergy,1X2,away,market,5,0.4,0.5,80,0.44161856809580924,0.4375,-0.0041185680958092385
m12_joint_hybrid_synergy,1X2,away,market,6,0.5,0.6,42,0.5380183112177629,0.4523809523809524,-0.0856373588368105
m12_joint_hybrid_synergy,1X2,away,market,7,0.6,0.7,11,0.645649278637448,0.5454545454545454,-0.10019473318290262
m12_joint_hybrid_synergy,1X2,away,market,8,0.7,0.8,2,0.7249349569132821,1.0,0.27506504308671786
m12_joint_hybrid_synergy,1X2,away,market,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,away,market,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,ALL,model,1,0.0,0.1,149,0.06965379199427489,0.03355704697986577,-0.03609674501440912
m12_joint_hybrid_synergy,OU0.5,ALL,model,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,ALL,model,3,0.2,0.3,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,ALL,model,4,0.3,0.4,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,ALL,model,5,0.4,0.5,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,ALL,model,6,0.5,0.6,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,ALL,model,7,0.6,0.7,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,ALL,model,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,ALL,model,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,ALL,model,10,0.9,1.0,384,0.9316851668702751,0.9375,0.005814833129724861
m12_joint_hybrid_synergy,OU0.5,ALL,market,1,0.0,0.1,147,0.06740041896494867,0.034013605442176874,-0.03338681352277179
m12_joint_hybrid_synergy,OU0.5,ALL,market,2,0.1,0.2,2,0.10244658799633993,0.0,-0.10244658799633993
m12_joint_hybrid_synergy,OU0.5,ALL,market,3,0.2,0.3,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,ALL,market,4,0.3,0.4,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,ALL,market,5,0.4,0.5,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,ALL,market,6,0.5,0.6,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,ALL,market,7,0.6,0.7,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,ALL,market,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,ALL,market,9,0.8,0.9,2,0.8975534120036601,1.0,0.10244658799633988
m12_joint_hybrid_synergy,OU0.5,ALL,market,10,0.9,1.0,382,0.9740631895606092,0.93717277486911,-0.03689041469149923
m12_joint_hybrid_synergy,OU0.5,over_05,model,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,over_05,model,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,over_05,model,3,0.2,0.3,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,over_05,model,4,0.3,0.4,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,over_05,model,5,0.4,0.5,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,over_05,model,6,0.5,0.6,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,over_05,model,7,0.6,0.7,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,over_05,model,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,over_05,model,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,over_05,model,10,0.9,1.0,384,0.9316851668702751,0.9375,0.005814833129724861
m12_joint_hybrid_synergy,OU0.5,over_05,market,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,over_05,market,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,over_05,market,3,0.2,0.3,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,over_05,market,4,0.3,0.4,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,over_05,market,5,0.4,0.5,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,over_05,market,6,0.5,0.6,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,over_05,market,7,0.6,0.7,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,over_05,market,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,over_05,market,9,0.8,0.9,2,0.8975534120036601,1.0,0.10244658799633988
m12_joint_hybrid_synergy,OU0.5,over_05,market,10,0.9,1.0,382,0.9740631895606092,0.93717277486911,-0.03689041469149923
m12_joint_hybrid_synergy,OU0.5,under_05,model,1,0.0,0.1,149,0.06965379199427489,0.03355704697986577,-0.03609674501440912
m12_joint_hybrid_synergy,OU0.5,under_05,model,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,under_05,model,3,0.2,0.3,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,under_05,model,4,0.3,0.4,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,under_05,model,5,0.4,0.5,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,under_05,model,6,0.5,0.6,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,under_05,model,7,0.6,0.7,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,under_05,model,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,under_05,model,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,under_05,model,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,under_05,market,1,0.0,0.1,147,0.06740041896494867,0.034013605442176874,-0.03338681352277179
m12_joint_hybrid_synergy,OU0.5,under_05,market,2,0.1,0.2,2,0.10244658799633993,0.0,-0.10244658799633993
m12_joint_hybrid_synergy,OU0.5,under_05,market,3,0.2,0.3,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,under_05,market,4,0.3,0.4,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,under_05,market,5,0.4,0.5,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,under_05,market,6,0.5,0.6,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,under_05,market,7,0.6,0.7,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,under_05,market,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,under_05,market,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU0.5,under_05,market,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,ALL,model,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,ALL,model,2,0.1,0.2,9,0.19194991444033396,0.0,-0.19194991444033396
m12_joint_hybrid_synergy,OU1.5,ALL,model,3,0.2,0.3,193,0.24571096662743475,0.23834196891191708,-0.007368997715517661
m12_joint_hybrid_synergy,OU1.5,ALL,model,4,0.3,0.4,13,0.3104939201696607,0.23076923076923078,-0.07972468940042993
m12_joint_hybrid_synergy,OU1.5,ALL,model,5,0.4,0.5,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,ALL,model,6,0.5,0.6,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,ALL,model,7,0.6,0.7,13,0.689506052902514,0.7692307692307693,0.07972471632825529
m12_joint_hybrid_synergy,OU1.5,ALL,model,8,0.7,0.8,193,0.754288869155977,0.7616580310880829,0.007369161932105905
m12_joint_hybrid_synergy,OU1.5,ALL,model,9,0.8,0.9,9,0.8080495574528216,1.0,0.1919504425471784
m12_joint_hybrid_synergy,OU1.5,ALL,model,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,ALL,market,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,ALL,market,2,0.1,0.2,51,0.17588692718889973,0.19607843137254902,0.02019150418364929
m12_joint_hybrid_synergy,OU1.5,ALL,market,3,0.2,0.3,154,0.24291855455351105,0.24025974025974026,-0.002658814293770795
m12_joint_hybrid_synergy,OU1.5,ALL,market,4,0.3,0.4,10,0.31675878370299293,0.2,-0.11675878370299292
m12_joint_hybrid_synergy,OU1.5,ALL,market,5,0.4,0.5,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,ALL,market,6,0.5,0.6,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,ALL,market,7,0.6,0.7,10,0.683241216297007,0.8,0.11675878370299309
m12_joint_hybrid_synergy,OU1.5,ALL,market,8,0.7,0.8,152,0.7565167276234162,0.756578947368421,6.22197450048656e-5
m12_joint_hybrid_synergy,OU1.5,ALL,market,9,0.8,0.9,53,0.8232031455352096,0.8113207547169812,-0.011882390818228394
m12_joint_hybrid_synergy,OU1.5,ALL,market,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,over_15,model,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,over_15,model,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,over_15,model,3,0.2,0.3,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,over_15,model,4,0.3,0.4,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,over_15,model,5,0.4,0.5,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,over_15,model,6,0.5,0.6,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,over_15,model,7,0.6,0.7,13,0.689506052902514,0.7692307692307693,0.07972471632825529
m12_joint_hybrid_synergy,OU1.5,over_15,model,8,0.7,0.8,193,0.754288869155977,0.7616580310880829,0.007369161932105905
m12_joint_hybrid_synergy,OU1.5,over_15,model,9,0.8,0.9,9,0.8080495574528216,1.0,0.1919504425471784
m12_joint_hybrid_synergy,OU1.5,over_15,model,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,over_15,market,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,over_15,market,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,over_15,market,3,0.2,0.3,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,over_15,market,4,0.3,0.4,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,over_15,market,5,0.4,0.5,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,over_15,market,6,0.5,0.6,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,over_15,market,7,0.6,0.7,10,0.683241216297007,0.8,0.11675878370299309
m12_joint_hybrid_synergy,OU1.5,over_15,market,8,0.7,0.8,152,0.7565167276234162,0.756578947368421,6.22197450048656e-5
m12_joint_hybrid_synergy,OU1.5,over_15,market,9,0.8,0.9,53,0.8232031455352096,0.8113207547169812,-0.011882390818228394
m12_joint_hybrid_synergy,OU1.5,over_15,market,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,under_15,model,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,under_15,model,2,0.1,0.2,9,0.19194991444033396,0.0,-0.19194991444033396
m12_joint_hybrid_synergy,OU1.5,under_15,model,3,0.2,0.3,193,0.24571096662743475,0.23834196891191708,-0.007368997715517661
m12_joint_hybrid_synergy,OU1.5,under_15,model,4,0.3,0.4,13,0.3104939201696607,0.23076923076923078,-0.07972468940042993
m12_joint_hybrid_synergy,OU1.5,under_15,model,5,0.4,0.5,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,under_15,model,6,0.5,0.6,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,under_15,model,7,0.6,0.7,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,under_15,model,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,under_15,model,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,under_15,model,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,under_15,market,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,under_15,market,2,0.1,0.2,51,0.17588692718889973,0.19607843137254902,0.02019150418364929
m12_joint_hybrid_synergy,OU1.5,under_15,market,3,0.2,0.3,154,0.24291855455351105,0.24025974025974026,-0.002658814293770795
m12_joint_hybrid_synergy,OU1.5,under_15,market,4,0.3,0.4,10,0.31675878370299293,0.2,-0.11675878370299292
m12_joint_hybrid_synergy,OU1.5,under_15,market,5,0.4,0.5,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,under_15,market,6,0.5,0.6,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,under_15,market,7,0.6,0.7,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,under_15,market,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,under_15,market,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU1.5,under_15,market,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,ALL,model,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,ALL,model,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,ALL,model,3,0.2,0.3,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,ALL,model,4,0.3,0.4,2,0.39218778325190184,0.5,0.10781221674809816
m12_joint_hybrid_synergy,OU2.5,ALL,model,5,0.4,0.5,377,0.4683941942681126,0.4588859416445623,-0.009508252623550262
m12_joint_hybrid_synergy,OU2.5,ALL,model,6,0.5,0.6,377,0.5316056396983624,0.5411140583554377,0.009508418657075302
m12_joint_hybrid_synergy,OU2.5,ALL,model,7,0.6,0.7,2,0.6078110036083724,0.5,-0.10781100360837237
m12_joint_hybrid_synergy,OU2.5,ALL,model,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,ALL,model,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,ALL,model,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,ALL,market,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,ALL,market,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,ALL,market,3,0.2,0.3,2,0.2920623374158074,1.0,0.7079376625841927
m12_joint_hybrid_synergy,OU2.5,ALL,market,4,0.3,0.4,41,0.36865306278742255,0.3902439024390244,0.021590839651601856
m12_joint_hybrid_synergy,OU2.5,ALL,market,5,0.4,0.5,332,0.46194550362195913,0.4759036144578313,0.013958110835872173
m12_joint_hybrid_synergy,OU2.5,ALL,market,6,0.5,0.6,340,0.5371590964632633,0.5235294117647059,-0.01362968469855741
m12_joint_hybrid_synergy,OU2.5,ALL,market,7,0.6,0.7,41,0.6313469372125775,0.6097560975609756,-0.021590839651601912
m12_joint_hybrid_synergy,OU2.5,ALL,market,8,0.7,0.8,2,0.7079376625841927,0.0,-0.7079376625841927
m12_joint_hybrid_synergy,OU2.5,ALL,market,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,ALL,market,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,over_25,model,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,over_25,model,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,over_25,model,3,0.2,0.3,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,over_25,model,4,0.3,0.4,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,over_25,model,5,0.4,0.5,151,0.472044265792011,0.4503311258278146,-0.021713139964196382
m12_joint_hybrid_synergy,OU2.5,over_25,model,6,0.5,0.6,226,0.534044338341692,0.5353982300884956,0.0013538917468036704
m12_joint_hybrid_synergy,OU2.5,over_25,model,7,0.6,0.7,2,0.6078110036083724,0.5,-0.10781100360837237
m12_joint_hybrid_synergy,OU2.5,over_25,model,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,over_25,model,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,over_25,model,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,over_25,market,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,over_25,market,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,over_25,market,3,0.2,0.3,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,over_25,market,4,0.3,0.4,1,0.34553775743707094,0.0,-0.34553775743707094
m12_joint_hybrid_synergy,OU2.5,over_25,market,5,0.4,0.5,108,0.4684195702664828,0.4537037037037037,-0.014715866562779067
m12_joint_hybrid_synergy,OU2.5,over_25,market,6,0.5,0.6,228,0.540453536781972,0.5131578947368421,-0.02729564204512991
m12_joint_hybrid_synergy,OU2.5,over_25,market,7,0.6,0.7,40,0.6307690545788187,0.6,-0.030769054578818733
m12_joint_hybrid_synergy,OU2.5,over_25,market,8,0.7,0.8,2,0.7079376625841927,0.0,-0.7079376625841927
m12_joint_hybrid_synergy,OU2.5,over_25,market,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,over_25,market,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,under_25,model,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,under_25,model,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,under_25,model,3,0.2,0.3,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,under_25,model,4,0.3,0.4,2,0.39218778325190184,0.5,0.10781221674809816
m12_joint_hybrid_synergy,OU2.5,under_25,model,5,0.4,0.5,226,0.46595542966586206,0.4646017699115044,-0.001353659754357639
m12_joint_hybrid_synergy,OU2.5,under_25,model,6,0.5,0.6,151,0.5279556668944384,0.5496688741721855,0.02171320727774706
m12_joint_hybrid_synergy,OU2.5,under_25,model,7,0.6,0.7,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,under_25,model,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,under_25,model,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,under_25,model,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,under_25,market,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,under_25,market,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,under_25,market,3,0.2,0.3,2,0.2920623374158074,1.0,0.7079376625841927
m12_joint_hybrid_synergy,OU2.5,under_25,market,4,0.3,0.4,40,0.3692309454211813,0.4,0.030769054578818733
m12_joint_hybrid_synergy,OU2.5,under_25,market,5,0.4,0.5,224,0.4588240786326357,0.48660714285714285,0.02778306422450716
m12_joint_hybrid_synergy,OU2.5,under_25,market,6,0.5,0.6,112,0.5304525572430345,0.5446428571428571,0.014190299899822567
m12_joint_hybrid_synergy,OU2.5,under_25,market,7,0.6,0.7,1,0.654462242562929,1.0,0.34553775743707105
m12_joint_hybrid_synergy,OU2.5,under_25,market,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,under_25,market,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU2.5,under_25,market,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,ALL,model,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,ALL,model,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,ALL,model,3,0.2,0.3,153,0.27154264782880905,0.28104575163398693,0.009503103805177882
m12_joint_hybrid_synergy,OU3.5,ALL,model,4,0.3,0.4,111,0.32777667305058555,0.34234234234234234,0.014565669291756789
m12_joint_hybrid_synergy,OU3.5,ALL,model,5,0.4,0.5,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,ALL,model,6,0.5,0.6,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,ALL,model,7,0.6,0.7,111,0.6722230237272782,0.6576576576576577,-0.014565366069620445
m12_joint_hybrid_synergy,OU3.5,ALL,model,8,0.7,0.8,153,0.7284572513577235,0.7189542483660131,-0.009503002991710474
m12_joint_hybrid_synergy,OU3.5,ALL,model,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,ALL,model,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,ALL,market,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,ALL,market,2,0.1,0.2,2,0.1734420642648491,0.5,0.3265579357351509
m12_joint_hybrid_synergy,OU3.5,ALL,market,3,0.2,0.3,114,0.2689286120479383,0.2631578947368421,-0.005770717311096185
m12_joint_hybrid_synergy,OU3.5,ALL,market,4,0.3,0.4,128,0.33795599353061917,0.3203125,-0.01764349353061917
m12_joint_hybrid_synergy,OU3.5,ALL,market,5,0.4,0.5,20,0.432505314193414,0.45,0.01749468580658603
m12_joint_hybrid_synergy,OU3.5,ALL,market,6,0.5,0.6,20,0.5674946858065859,0.55,-0.017494685806585863
m12_joint_hybrid_synergy,OU3.5,ALL,market,7,0.6,0.7,128,0.6620440064693806,0.6796875,0.017643493530619447
m12_joint_hybrid_synergy,OU3.5,ALL,market,8,0.7,0.8,114,0.7310713879520621,0.7368421052631579,0.0057707173110957966
m12_joint_hybrid_synergy,OU3.5,ALL,market,9,0.8,0.9,2,0.8265579357351509,0.5,-0.3265579357351509
m12_joint_hybrid_synergy,OU3.5,ALL,market,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,over_35,model,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,over_35,model,2,0.1,0.2,0,NaN,NaN,NaN
