model,market_key,selection,source,bin,lower,upper,n,mean_predicted,realized_win_rate,calibration_gap
m05_joint_production_wealth,OU1.5,ALL,market,6,0.5,0.6,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,ALL,market,7,0.6,0.7,10,0.683241216297007,0.8,0.11675878370299309
m05_joint_production_wealth,OU1.5,ALL,market,8,0.7,0.8,152,0.7565167276234162,0.756578947368421,6.22197450048656e-5
m05_joint_production_wealth,OU1.5,ALL,market,9,0.8,0.9,53,0.8232031455352096,0.8113207547169812,-0.011882390818228394
m05_joint_production_wealth,OU1.5,ALL,market,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,over_15,model,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,over_15,model,2,0.1,0.2,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,over_15,model,3,0.2,0.3,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,over_15,model,4,0.3,0.4,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,over_15,model,5,0.4,0.5,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,over_15,model,6,0.5,0.6,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,over_15,model,7,0.6,0.7,20,0.6780367847779573,0.7,0.021963215222042698
m05_joint_production_wealth,OU1.5,over_15,model,8,0.7,0.8,172,0.7550251025354762,0.7674418604651163,0.012416757929640143
m05_joint_production_wealth,OU1.5,over_15,model,9,0.8,0.9,23,0.8114236696691843,0.8695652173913043,0.05814154772211999
m05_joint_production_wealth,OU1.5,over_15,model,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,over_15,market,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,over_15,market,2,0.1,0.2,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,over_15,market,3,0.2,0.3,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,over_15,market,4,0.3,0.4,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,over_15,market,5,0.4,0.5,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,over_15,market,6,0.5,0.6,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,over_15,market,7,0.6,0.7,10,0.683241216297007,0.8,0.11675878370299309
m05_joint_production_wealth,OU1.5,over_15,market,8,0.7,0.8,152,0.7565167276234162,0.756578947368421,6.22197450048656e-5
m05_joint_production_wealth,OU1.5,over_15,market,9,0.8,0.9,53,0.8232031455352096,0.8113207547169812,-0.011882390818228394
m05_joint_production_wealth,OU1.5,over_15,market,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,under_15,model,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,under_15,model,2,0.1,0.2,23,0.18857568695531127,0.13043478260869565,-0.05814090434661562
m05_joint_production_wealth,OU1.5,under_15,model,3,0.2,0.3,172,0.2449747103749672,0.23255813953488372,-0.01241657084008349
m05_joint_production_wealth,OU1.5,under_15,model,4,0.3,0.4,20,0.3219631814178985,0.3,-0.021963181417898492
m05_joint_production_wealth,OU1.5,under_15,model,5,0.4,0.5,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,under_15,model,6,0.5,0.6,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,under_15,model,7,0.6,0.7,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,under_15,model,8,0.7,0.8,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,under_15,model,9,0.8,0.9,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,under_15,model,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,under_15,market,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,under_15,market,2,0.1,0.2,51,0.17588692718889973,0.19607843137254902,0.02019150418364929
m05_joint_production_wealth,OU1.5,under_15,market,3,0.2,0.3,154,0.24291855455351105,0.24025974025974026,-0.002658814293770795
m05_joint_production_wealth,OU1.5,under_15,market,4,0.3,0.4,10,0.31675878370299293,0.2,-0.11675878370299292
m05_joint_production_wealth,OU1.5,under_15,market,5,0.4,0.5,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,under_15,market,6,0.5,0.6,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,under_15,market,7,0.6,0.7,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,under_15,market,8,0.7,0.8,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,under_15,market,9,0.8,0.9,0,NaN,NaN,NaN
m05_joint_production_wealth,OU1.5,under_15,market,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,ALL,model,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,ALL,model,2,0.1,0.2,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,ALL,model,3,0.2,0.3,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,ALL,model,4,0.3,0.4,16,0.38919964785834227,0.25,-0.13919964785834227
m05_joint_production_wealth,OU2.5,ALL,model,5,0.4,0.5,363,0.4612837090793591,0.465564738292011,0.004281029212651888
m05_joint_production_wealth,OU2.5,ALL,model,6,0.5,0.6,363,0.5387160783733924,0.5344352617079889,-0.004280816665403475
m05_joint_production_wealth,OU2.5,ALL,model,7,0.6,0.7,16,0.6107994766642145,0.75,0.13920052333578548
m05_joint_production_wealth,OU2.5,ALL,model,8,0.7,0.8,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,ALL,model,9,0.8,0.9,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,ALL,model,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,ALL,market,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,ALL,market,2,0.1,0.2,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,ALL,market,3,0.2,0.3,2,0.2920623374158074,1.0,0.7079376625841927
m05_joint_production_wealth,OU2.5,ALL,market,4,0.3,0.4,41,0.36865306278742255,0.3902439024390244,0.021590839651601856
m05_joint_production_wealth,OU2.5,ALL,market,5,0.4,0.5,332,0.46194550362195913,0.4759036144578313,0.013958110835872173
m05_joint_production_wealth,OU2.5,ALL,market,6,0.5,0.6,340,0.5371590964632633,0.5235294117647059,-0.01362968469855741
m05_joint_production_wealth,OU2.5,ALL,market,7,0.6,0.7,41,0.6313469372125775,0.6097560975609756,-0.021590839651601912
m05_joint_production_wealth,OU2.5,ALL,market,8,0.7,0.8,2,0.7079376625841927,0.0,-0.7079376625841927
m05_joint_production_wealth,OU2.5,ALL,market,9,0.8,0.9,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,ALL,market,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,over_25,model,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,over_25,model,2,0.1,0.2,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,over_25,model,3,0.2,0.3,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,over_25,model,4,0.3,0.4,5,0.3942488316564151,0.2,-0.1942488316564151
m05_joint_production_wealth,OU2.5,over_25,model,5,0.4,0.5,149,0.46593418849125273,0.4563758389261745,-0.009558349565078228
m05_joint_production_wealth,OU2.5,over_25,model,6,0.5,0.6,214,0.5419539391698218,0.5280373831775701,-0.013916555992251722
m05_joint_production_wealth,OU2.5,over_25,model,7,0.6,0.7,11,0.6130941714475904,0.7272727272727273,0.11417855582513692
m05_joint_production_wealth,OU2.5,over_25,model,8,0.7,0.8,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,over_25,model,9,0.8,0.9,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,over_25,model,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,over_25,market,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,over_25,market,2,0.1,0.2,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,over_25,market,3,0.2,0.3,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,over_25,market,4,0.3,0.4,1,0.34553775743707094,0.0,-0.34553775743707094
m05_joint_production_wealth,OU2.5,over_25,market,5,0.4,0.5,108,0.4684195702664828,0.4537037037037037,-0.014715866562779067
m05_joint_production_wealth,OU2.5,over_25,market,6,0.5,0.6,228,0.540453536781972,0.5131578947368421,-0.02729564204512991
m05_joint_production_wealth,OU2.5,over_25,market,7,0.6,0.7,40,0.6307690545788187,0.6,-0.030769054578818733
m05_joint_production_wealth,OU2.5,over_25,market,8,0.7,0.8,2,0.7079376625841927,0.0,-0.7079376625841927
m05_joint_production_wealth,OU2.5,over_25,market,9,0.8,0.9,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,over_25,market,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,under_25,model,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,under_25,model,2,0.1,0.2,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,under_25,model,3,0.2,0.3,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,under_25,model,4,0.3,0.4,11,0.3869045643137637,0.2727272727272727,-0.11417729158649098
m05_joint_production_wealth,OU2.5,under_25,model,5,0.4,0.5,214,0.45804575846079687,0.4719626168224299,0.013916858361633033
m05_joint_production_wealth,OU2.5,under_25,model,6,0.5,0.6,149,0.5340657279677833,0.5436241610738255,0.009558433106042208
m05_joint_production_wealth,OU2.5,under_25,model,7,0.6,0.7,5,0.605751148140788,0.8,0.19424885185921204
m05_joint_production_wealth,OU2.5,under_25,model,8,0.7,0.8,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,under_25,model,9,0.8,0.9,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,under_25,model,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,under_25,market,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,under_25,market,2,0.1,0.2,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,under_25,market,3,0.2,0.3,2,0.2920623374158074,1.0,0.7079376625841927
m05_joint_production_wealth,OU2.5,under_25,market,4,0.3,0.4,40,0.3692309454211813,0.4,0.030769054578818733
m05_joint_production_wealth,OU2.5,under_25,market,5,0.4,0.5,224,0.4588240786326357,0.48660714285714285,0.02778306422450716
m05_joint_production_wealth,OU2.5,under_25,market,6,0.5,0.6,112,0.5304525572430345,0.5446428571428571,0.014190299899822567
m05_joint_production_wealth,OU2.5,under_25,market,7,0.6,0.7,1,0.654462242562929,1.0,0.34553775743707105
m05_joint_production_wealth,OU2.5,under_25,market,8,0.7,0.8,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,under_25,market,9,0.8,0.9,0,NaN,NaN,NaN
m05_joint_production_wealth,OU2.5,under_25,market,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,ALL,model,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,ALL,model,2,0.1,0.2,2,0.18911024833121737,0.5,0.31088975166878263
m05_joint_production_wealth,OU3.5,ALL,model,3,0.2,0.3,135,0.2672423647295123,0.24444444444444444,-0.022797920285067858
m05_joint_production_wealth,OU3.5,ALL,model,4,0.3,0.4,124,0.33652646189666663,0.3709677419354839,0.034441280038817246
m05_joint_production_wealth,OU3.5,ALL,model,5,0.4,0.5,3,0.4144434751945487,0.3333333333333333,-0.0811101418612154
m05_joint_production_wealth,OU3.5,ALL,model,6,0.5,0.6,3,0.5855540021444492,0.6666666666666666,0.08111266452221744
m05_joint_production_wealth,OU3.5,ALL,model,7,0.6,0.7,124,0.663473161096281,0.6290322580645161,-0.034440903031764836
m05_joint_production_wealth,OU3.5,ALL,model,8,0.7,0.8,135,0.7327575210236174,0.7555555555555555,0.022798034531938183
m05_joint_production_wealth,OU3.5,ALL,model,9,0.8,0.9,2,0.8108897388894108,0.5,-0.31088973888941085
m05_joint_production_wealth,OU3.5,ALL,model,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,ALL,market,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,ALL,market,2,0.1,0.2,2,0.1734420642648491,0.5,0.3265579357351509
m05_joint_production_wealth,OU3.5,ALL,market,3,0.2,0.3,114,0.2689286120479383,0.2631578947368421,-0.005770717311096185
m05_joint_production_wealth,OU3.5,ALL,market,4,0.3,0.4,128,0.33795599353061917,0.3203125,-0.01764349353061917
m05_joint_production_wealth,OU3.5,ALL,market,5,0.4,0.5,20,0.432505314193414,0.45,0.01749468580658603
m05_joint_production_wealth,OU3.5,ALL,market,6,0.5,0.6,20,0.5674946858065859,0.55,-0.017494685806585863
m05_joint_production_wealth,OU3.5,ALL,market,7,0.6,0.7,128,0.6620440064693806,0.6796875,0.017643493530619447
m05_joint_production_wealth,OU3.5,ALL,market,8,0.7,0.8,114,0.7310713879520621,0.7368421052631579,0.0057707173110957966
m05_joint_production_wealth,OU3.5,ALL,market,9,0.8,0.9,2,0.8265579357351509,0.5,-0.3265579357351509
m05_joint_production_wealth,OU3.5,ALL,market,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,over_35,model,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,over_35,model,2,0.1,0.2,2,0.18911024833121737,0.5,0.31088975166878263
m05_joint_production_wealth,OU3.5,over_35,model,3,0.2,0.3,135,0.2672423647295123,0.24444444444444444,-0.022797920285067858
m05_joint_production_wealth,OU3.5,over_35,model,4,0.3,0.4,124,0.33652646189666663,0.3709677419354839,0.034441280038817246
m05_joint_production_wealth,OU3.5,over_35,model,5,0.4,0.5,3,0.4144434751945487,0.3333333333333333,-0.0811101418612154
m05_joint_production_wealth,OU3.5,over_35,model,6,0.5,0.6,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,over_35,model,7,0.6,0.7,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,over_35,model,8,0.7,0.8,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,over_35,model,9,0.8,0.9,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,over_35,model,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,over_35,market,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,over_35,market,2,0.1,0.2,2,0.1734420642648491,0.5,0.3265579357351509
m05_joint_production_wealth,OU3.5,over_35,market,3,0.2,0.3,114,0.2689286120479383,0.2631578947368421,-0.005770717311096185
m05_joint_production_wealth,OU3.5,over_35,market,4,0.3,0.4,128,0.33795599353061917,0.3203125,-0.01764349353061917
m05_joint_production_wealth,OU3.5,over_35,market,5,0.4,0.5,20,0.432505314193414,0.45,0.01749468580658603
m05_joint_production_wealth,OU3.5,over_35,market,6,0.5,0.6,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,over_35,market,7,0.6,0.7,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,over_35,market,8,0.7,0.8,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,over_35,market,9,0.8,0.9,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,over_35,market,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,under_35,model,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,under_35,model,2,0.1,0.2,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,under_35,model,3,0.2,0.3,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,under_35,model,4,0.3,0.4,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,under_35,model,5,0.4,0.5,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,under_35,model,6,0.5,0.6,3,0.5855540021444492,0.6666666666666666,0.08111266452221744
m05_joint_production_wealth,OU3.5,under_35,model,7,0.6,0.7,124,0.663473161096281,0.6290322580645161,-0.034440903031764836
m05_joint_production_wealth,OU3.5,under_35,model,8,0.7,0.8,135,0.7327575210236174,0.7555555555555555,0.022798034531938183
m05_joint_production_wealth,OU3.5,under_35,model,9,0.8,0.9,2,0.8108897388894108,0.5,-0.31088973888941085
m05_joint_production_wealth,OU3.5,under_35,model,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,under_35,market,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,under_35,market,2,0.1,0.2,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,under_35,market,3,0.2,0.3,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,under_35,market,4,0.3,0.4,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,under_35,market,5,0.4,0.5,0,NaN,NaN,NaN
m05_joint_production_wealth,OU3.5,under_35,market,6,0.5,0.6,20,0.5674946858065859,0.55,-0.017494685806585863
m05_joint_production_wealth,OU3.5,under_35,market,7,0.6,0.7,128,0.6620440064693806,0.6796875,0.017643493530619447
m05_joint_production_wealth,OU3.5,under_35,market,8,0.7,0.8,114,0.7310713879520621,0.7368421052631579,0.0057707173110957966
m05_joint_production_wealth,OU3.5,under_35,market,9,0.8,0.9,2,0.8265579357351509,0.5,-0.3265579357351509
m05_joint_production_wealth,OU3.5,under_35,market,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,ALL,model,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,ALL,model,2,0.1,0.2,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,ALL,model,3,0.2,0.3,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,ALL,model,4,0.3,0.4,20,0.3892876215702861,0.4,0.010712378429713898
m05_joint_production_wealth,BTTS,ALL,model,5,0.4,0.5,158,0.452505700705694,0.44936708860759494,-0.0031386120980990695
m05_joint_production_wealth,BTTS,ALL,model,6,0.5,0.6,158,0.5474941016379045,0.5506329113924051,0.003138809754500649
m05_joint_production_wealth,BTTS,ALL,model,7,0.6,0.7,20,0.6107119869196248,0.6,-0.010711986919624827
m05_joint_production_wealth,BTTS,ALL,model,8,0.7,0.8,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,ALL,model,9,0.8,0.9,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,ALL,model,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,ALL,market,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,ALL,market,2,0.1,0.2,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,ALL,market,3,0.2,0.3,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,ALL,market,4,0.3,0.4,35,0.3840704967440444,0.45714285714285713,0.07307236039881271
m05_joint_production_wealth,BTTS,ALL,market,5,0.4,0.5,142,0.4492274153643716,0.4295774647887324,-0.01964995057563923
m05_joint_production_wealth,BTTS,ALL,market,6,0.5,0.6,144,0.5500674098490225,0.5694444444444444,0.01937703459542195
m05_joint_production_wealth,BTTS,ALL,market,7,0.6,0.7,35,0.6159295032559556,0.5428571428571428,-0.07307236039881282
m05_joint_production_wealth,BTTS,ALL,market,8,0.7,0.8,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,ALL,market,9,0.8,0.9,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,ALL,market,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_yes,model,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_yes,model,2,0.1,0.2,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_yes,model,3,0.2,0.3,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_yes,model,4,0.3,0.4,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_yes,model,5,0.4,0.5,23,0.47949395405423517,0.4782608695652174,-0.0012330844890177661
m05_joint_production_wealth,BTTS,btts_yes,model,6,0.5,0.6,135,0.5520920831989014,0.5555555555555556,0.003463472356654229
m05_joint_production_wealth,BTTS,btts_yes,model,7,0.6,0.7,20,0.6107119869196248,0.6,-0.010711986919624827
m05_joint_production_wealth,BTTS,btts_yes,model,8,0.7,0.8,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_yes,model,9,0.8,0.9,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_yes,model,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_yes,market,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_yes,market,2,0.1,0.2,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_yes,market,3,0.2,0.3,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_yes,market,4,0.3,0.4,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_yes,market,5,0.4,0.5,19,0.4736309497898031,0.42105263157894735,-0.052578318210855735
m05_joint_production_wealth,BTTS,btts_yes,market,6,0.5,0.6,124,0.5541023795505282,0.5725806451612904,0.018478265610762157
m05_joint_production_wealth,BTTS,btts_yes,market,7,0.6,0.7,35,0.6159295032559556,0.5428571428571428,-0.07307236039881282
m05_joint_production_wealth,BTTS,btts_yes,market,8,0.7,0.8,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_yes,market,9,0.8,0.9,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_yes,market,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_no,model,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_no,model,2,0.1,0.2,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_no,model,3,0.2,0.3,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_no,model,4,0.3,0.4,20,0.3892876215702861,0.4,0.010712378429713898
m05_joint_production_wealth,BTTS,btts_no,model,5,0.4,0.5,135,0.4479077019870537,0.4444444444444444,-0.003463257542609288
m05_joint_production_wealth,BTTS,btts_no,model,6,0.5,0.6,23,0.5205059489972689,0.5217391304347826,0.0012331814375137196
m05_joint_production_wealth,BTTS,btts_no,model,7,0.6,0.7,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_no,model,8,0.7,0.8,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_no,model,9,0.8,0.9,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_no,model,10,0.9,1.0,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_no,market,1,0.0,0.1,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_no,market,2,0.1,0.2,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_no,market,3,0.2,0.3,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_no,market,4,0.3,0.4,35,0.3840704967440444,0.45714285714285713,0.07307236039881271
m05_joint_production_wealth,BTTS,btts_no,market,5,0.4,0.5,123,0.44545776370515855,0.43089430894308944,-0.014563454762069106
m05_joint_production_wealth,BTTS,btts_no,market,6,0.5,0.6,20,0.5250505976996871,0.55,0.02494940230031295
m05_joint_production_wealth,BTTS,btts_no,market,7,0.6,0.7,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_no,market,8,0.7,0.8,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_no,market,9,0.8,0.9,0,NaN,NaN,NaN
m05_joint_production_wealth,BTTS,btts_no,market,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,ALL,model,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,ALL,model,2,0.1,0.2,3,0.19640169051638687,0.0,-0.19640169051638687
m12_joint_hybrid_synergy,1X2,ALL,model,3,0.2,0.3,781,0.2570846177994445,0.2496798975672215,-0.007404720232223022
m12_joint_hybrid_synergy,1X2,ALL,model,4,0.3,0.4,580,0.3508578360695326,0.33793103448275863,-0.01292680158677395
m12_joint_hybrid_synergy,1X2,ALL,model,5,0.4,0.5,363,0.43957905513721524,0.46005509641873277,0.020476041281517532
m12_joint_hybrid_synergy,1X2,ALL,model,6,0.5,0.6,58,0.5269460128016058,0.6379310344827587,0.11098502168115287
m12_joint_hybrid_synergy,1X2,ALL,model,7,0.6,0.7,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,ALL,model,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,ALL,model,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,ALL,model,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,ALL,market,1,0.0,0.1,15,0.0750368067661535,0.06666666666666667,-0.008370140099486834
m12_joint_hybrid_synergy,1X2,ALL,market,2,0.1,0.2,112,0.1642668353413148,0.24107142857142858,0.07680459323011377
m12_joint_hybrid_synergy,1X2,ALL,market,3,0.2,0.3,840,0.25776042573994257,0.2571428571428571,-0.0006175685970854494
m12_joint_hybrid_synergy,1X2,ALL,market,4,0.3,0.4,347,0.3475734912735116,0.3400576368876081,-0.00751585438590352
m12_joint_hybrid_synergy,1X2,ALL,market,5,0.4,0.5,258,0.4461330820988877,0.47674418604651164,0.030611103947623952
m12_joint_hybrid_synergy,1X2,ALL,market,6,0.5,0.6,149,0.5386387091268434,0.48322147651006714,-0.05541723261677628
m12_joint_hybrid_synergy,1X2,ALL,market,7,0.6,0.7,46,0.6361909158794056,0.5434782608695652,-0.09271265500984038
m12_joint_hybrid_synergy,1X2,ALL,market,8,0.7,0.8,15,0.743394863763088,0.7333333333333333,-0.010061530429754773
m12_joint_hybrid_synergy,1X2,ALL,market,9,0.8,0.9,2,0.8290213877706651,0.5,-0.32902138777066514
m12_joint_hybrid_synergy,1X2,ALL,market,10,0.9,1.0,1,0.9165525429670892,1.0,0.08344745703291079
m12_joint_hybrid_synergy,1X2,home,model,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,home,model,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,home,model,3,0.2,0.3,21,0.2803164285527884,0.23809523809523808,-0.042221190457550295
m12_joint_hybrid_synergy,1X2,home,model,4,0.3,0.4,245,0.3588177745232602,0.3551020408163265,-0.003715733706933677
m12_joint_hybrid_synergy,1X2,home,model,5,0.4,0.5,272,0.44306879135776095,0.47794117647058826,0.03487238511282731
m12_joint_hybrid_synergy,1X2,home,model,6,0.5,0.6,57,0.5265956494726727,0.6491228070175439,0.1225271575448712
m12_joint_hybrid_synergy,1X2,home,model,7,0.6,0.7,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,home,model,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,home,model,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,home,model,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,home,market,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,1X2,home,market,2,0.1,0.2,22,0.15778162061472642,0.13636363636363635,-0.021417984251090066
