bet_id,portfolio_run_id,match_id,kickoff_date,market_family,selection,odds_close,stake_fraction,stake_amount,pnl,experiment,model,run_uuid,market_key,capacity_bucket,won
28837,ad4029f0-e1ee-4bcf-b930-5ef566558061,12476531,2025-01-17,O/U 2.5_over_25,over_25,1.7950000000000002,0.002938697024020291,4.712081775776442,-4.712081775776442,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,OU2.5,core,false
28838,ad4029f0-e1ee-4bcf-b930-5ef566558061,12476529,2025-01-18,1X2_away,away,5.842811420780541,0.007345301593935273,12.04584034108489,-12.04584034108489,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,false
28839,ad4029f0-e1ee-4bcf-b930-5ef566558061,12476529,2025-01-18,1X2_draw,draw,4.085501090728491,0.002931543639066612,4.807550265638634,-4.807550265638634,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,false
28840,ad4029f0-e1ee-4bcf-b930-5ef566558061,12476529,2025-01-18,BTTS_btts_no,btts_no,2.2,0.004106283196683467,6.734050487915828,-6.734050487915828,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,BTTS,fringe,false
28841,ad4029f0-e1ee-4bcf-b930-5ef566558061,12476538,2025-01-18,1X2_home,home,3.3557210173253105,0.007877522082547753,12.918649027030948,-12.918649027030948,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,false
28842,ad4029f0-e1ee-4bcf-b930-5ef566558061,12476538,2025-01-18,1X2_draw,draw,3.653272726595471,0.0025402050886794954,4.165779245485155,-4.165779245485155,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,false
28843,ad4029f0-e1ee-4bcf-b930-5ef566558061,13324922,2025-01-18,1X2_home,home,5.166842372300169,0.01735505055466326,28.461209579949703,-28.461209579949703,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,false
28844,ad4029f0-e1ee-4bcf-b930-5ef566558061,13324922,2025-01-18,1X2_draw,draw,3.9448916942208374,0.006790952932785896,11.136742820703564,-11.136742820703564,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,false
28845,ad4029f0-e1ee-4bcf-b930-5ef566558061,13197505,2025-01-21,1X2_home,home,3.4312358893131334,0.012682748397285983,19.780881048777683,47.13014816946186,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,true
28846,ad4029f0-e1ee-4bcf-b930-5ef566558061,13197505,2025-01-21,1X2_draw,draw,3.351039604059813,0.002085402759834356,3.2525366457560203,-3.2525366457560203,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,false
28847,ad4029f0-e1ee-4bcf-b930-5ef566558061,13197505,2025-01-21,BTTS_btts_yes,btts_yes,2.046106017271541,0.0004057812793521843,0.6328842114698139,0.6488227022176323,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,BTTS,fringe,true
28848,ad4029f0-e1ee-4bcf-b930-5ef566558061,12476522,2025-01-25,1X2_away,away,3.01951645189793,0.009193377469395247,14.747968028176865,-14.747968028176865,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,false
28849,ad4029f0-e1ee-4bcf-b930-5ef566558061,12476522,2025-01-25,1X2_draw,draw,3.6671555264978513,0.00085802687131453,1.3764422169750985,-1.3764422169750985,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,false
28850,ad4029f0-e1ee-4bcf-b930-5ef566558061,12476523,2025-01-25,1X2_away,away,7.08704525919193,0.009323534112068198,14.956764633253258,-14.956764633253258,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,false
28851,ad4029f0-e1ee-4bcf-b930-5ef566558061,12476523,2025-01-25,1X2_draw,draw,4.55636574661804,0.004038394392928504,6.478371152533141,-6.478371152533141,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,false
