model,policy,market_key,family,tier,selection,n_bets,stake_amount,pnl_amount,win_rate_pct,roi_pct,mean_odds,mean_model_probability,mean_market_probability,mean_edge,stake_share_pct
m13_joint_composite,P1_conservative_tilt,1X2,1X2_away,tier2,away,365,4993.760568852646,133.57773537024792,26.301369863013697,2.6748926691320807,4.582151019935262,0.3248316820828946,0.2547150078022631,0.07011667428063167,32.4943826571151
m13_joint_composite,P2_conviction_tilt,1X2,1X2_home,tier1,home,307,6367.82299885313,863.0554568023838,39.413680781758956,13.553383267057258,3.279557833181327,0.40184393173991334,0.334749325390885,0.06709460634902792,41.99226018659882
m13_joint_composite,P2_conviction_tilt,OU2.5,O/U 2.5_under_25,tier1,under_25,229,2732.2756971335834,492.2345535739618,49.34497816593886,18.015552167387888,2.2514565928788426,0.4931566777771473,0.44860523353088727,0.04455144424625982,18.017842517956016
m13_joint_composite,P2_conviction_tilt,1X2,1X2_draw,tier2,draw,359,1853.4727486046188,334.91356918371974,25.069637883008355,18.06951677254809,4.1305351731596955,0.2533094866727018,0.2475526280953145,0.005756858577387303,12.222624580204785
m13_joint_composite,P2_conviction_tilt,1X2,1X2_away,tier2,away,365,4210.7063784093025,75.32889346705264,26.301369863013697,1.7889847141398156,4.582151019935262,0.3248316820828946,0.2547150078022631,0.07011667428063167,27.767272715240374
m13_joint_composite,P3_aggressive_tilt,1X2,1X2_home,tier1,home,307,6367.822998853134,863.0554568023855,39.413680781758956,13.553383267057276,3.279557833181327,0.40184393173991334,0.334749325390885,0.06709460634902792,41.99226018659883
m13_joint_composite,P3_aggressive_tilt,OU2.5,O/U 2.5_under_25,tier1,under_25,229,2732.275697133585,492.2345535739629,49.34497816593886,18.01555216738792,2.2514565928788426,0.4931566777771473,0.44860523353088727,0.04455144424625982,18.017842517956016
m13_joint_composite,P3_aggressive_tilt,1X2,1X2_draw,tier2,draw,359,1853.4727486046193,334.91356918372,25.069637883008355,18.069516772548106,4.1305351731596955,0.2533094866727018,0.2475526280953145,0.005756858577387303,12.222624580204782
m13_joint_composite,P3_aggressive_tilt,1X2,1X2_away,tier2,away,365,4210.706378409304,75.32889346705176,26.301369863013697,1.7889847141397939,4.582151019935262,0.3248316820828946,0.2547150078022631,0.07011667428063167,27.767272715240374
m13_joint_composite,P4_four_tier_probe,1X2,1X2_home,tier1,home,307,6125.82630777251,789.6361300483541,39.413680781758956,12.89027945579286,3.279557833181327,0.40184393173991334,0.334749325390885,0.06709460634902792,38.85663423183643
m13_joint_composite,P4_four_tier_probe,OU2.5,O/U 2.5_under_25,tier1,under_25,229,2539.1377122758518,463.8609073179823,49.34497816593886,18.268442277682517,2.2514565928788426,0.4931566777771473,0.44860523353088727,0.04455144424625982,16.105965202601475
m13_joint_composite,P4_four_tier_probe,1X2,1X2_draw,tier2,draw,359,2138.6319240017365,357.8610870157864,25.069637883008355,16.733178019065978,4.1305351731596955,0.2533094866727018,0.2475526280953145,0.005756858577387303,13.565523123309244
m13_joint_composite,P4_four_tier_probe,OU1.5,O/U 1.5_under_15,tier3,under_15,114,98.10085484638851,-2.7811650357993045,17.543859649122805,-2.8350059132045273,5.0043221333428844,0.24799063545345468,0.20730272614602469,0.040687909307430145,0.6222620170865862
m13_joint_composite,P4_four_tier_probe,1X2,1X2_away,tier2,away,365,4787.623881877541,111.29126511019093,26.301369863013697,2.324561574927777,4.582151019935262,0.3248316820828946,0.2547150078022631,0.07011667428063167,30.36830309434052
m13_joint_composite,P4_four_tier_probe,OU3.5,O/U 3.5_over_35,tier3,over_35,85,75.87985415401474,2.706928542362311,25.882352941176475,3.5673876453004354,3.736106346997005,0.30102816581850533,0.2717426054970086,0.029285560321496786,0.4813123308257435
