model,tau1,tau2,final_bankroll,total_return_pct,annual_sharpe,annual_sortino,calmar_ratio,max_drawdown_pct,n_bets,total_turnover,n_capped,mean_k_risk
m12_joint_hybrid_synergy,0.4,0.35,2515.024708825998,151.5024708825998,1.5711106559171408,1.9485218443646628,8.094855413342266,-18.715895855642746,1255,7.525712318729814,0,0.22733534663858923
m12_joint_hybrid_synergy,0.45,0.1,2540.5993420947957,154.0599342094796,1.8335164283914422,2.3606529414545308,7.193715728816537,-21.415905217431288,1255,6.051081922077123,0,0.30702992868900536
m12_joint_hybrid_synergy,0.45,0.15,2661.8100584404997,166.18100584404996,1.808202854029805,2.2401344085952406,7.538921911341871,-22.043072974935615,1255,6.674100091826521,0,0.284621911039593
m12_joint_hybrid_synergy,0.45,0.2,2693.862380137856,169.38623801378557,1.7657713962967247,2.1873334112180514,7.810046149674672,-21.688250590022623,1255,7.059561399394806,0,0.2642801198001563
m12_joint_hybrid_synergy,0.45,0.25,2676.603384550172,167.66033845501718,1.717484434601635,2.174428973379463,7.96295425243286,-21.055042279540057,1255,7.295303655521245,0,0.2459412463164592
m12_joint_hybrid_synergy,0.45,0.3,2631.816315021537,163.1816315021537,1.6668214398107808,2.0991365728802065,8.023851720768885,-20.33706967437789,1255,7.432380908876076,0,0.22952416315787413
m12_joint_hybrid_synergy,0.45,0.35,2572.4858219665725,157.24858219665725,1.6155339510536084,2.0178867200615183,8.104895144380839,-19.401680021200335,1255,7.502607412358446,0,0.21481836723527775
m12_joint_hybrid_synergy,0.5,0.1,2499.793674356645,149.9793674356645,1.8337313336273884,2.3638709425725826,7.110261321035864,-21.093369239741897,1255,5.885461527270852,0,0.2817442005133023
m12_joint_hybrid_synergy,0.5,0.15,2637.379123185446,163.7379123185446,1.8185772137496037,2.2543564110974947,7.445666322810525,-21.991035485557216,1255,6.517630542054361,0,0.2629883582432207
m12_joint_hybrid_synergy,0.5,0.2,2688.6302385893146,168.86302385893143,1.783774713783772,2.1560932344896577,7.707452434092505,-21.909058187890558,1255,6.927152630509067,0,0.24596303021791477
m12_joint_hybrid_synergy,0.5,0.25,2689.760398586063,168.9760398586063,1.7420724771910652,2.1827962144108155,7.930492476668095,-21.307130718015582,1255,7.1923677852085,0,0.23037388751303606
m12_joint_hybrid_synergy,0.5,0.3,2661.1229557219453,166.11229557219454,1.6973889575347783,2.1454866156505394,7.98445390987254,-20.80446545840807,1255,7.359875275136161,0,0.21623924990713575
m12_joint_hybrid_synergy,0.5,0.35,2615.1044926089294,161.51044926089293,1.6514381737466477,2.098499281360775,8.046341381536257,-20.072532546469755,1255,7.459358513147261,0,0.20344857113304138
m13_joint_composite,0.25,0.1,2781.707588389996,178.17075883899963,1.848188666949991,2.375562659630002,8.339258717728036,-21.36529934731907,1260,6.981937669070085,0,0.47971323304432434
m13_joint_composite,0.25,0.15,2721.377018232758,172.1377018232758,1.7474156738950366,2.2341983600477393,8.473271283844678,-20.31537714972932,1260,7.408632425005004,0,0.4206393467053992
m13_joint_composite,0.25,0.2,2596.719878008514,159.6719878008514,1.6457387454315944,2.0439187511923613,8.207805355431903,-19.453676212628622,1260,7.555698040010527,0,0.37269849002053385
m13_joint_composite,0.25,0.25,2461.3733596101906,146.13733596101906,1.54839674105427,1.8960065706518725,7.62818201073642,-19.15755756159665,1260,7.560935988000416,0,0.33309218099928795
m13_joint_composite,0.25,0.3,2334.5080109747137,133.45080109747136,1.458848411871175,1.808164748164452,7.093046128283957,-18.814314567239045,1260,7.491831156606454,0,0.300082159264125
m13_joint_composite,0.25,0.35,2222.15257315204,122.215257315204,1.3786231531678064,1.731149264748752,6.378149070453454,-19.16155548658494,1260,7.383976264853662,0,0.27235842099467766
m13_joint_composite,0.3,0.1,2766.1296798429034,176.61296798429035,1.8798172500864636,2.429892078922494,8.294417368370828,-21.292992640781506,1260,6.732213392112683,0,0.4207546979086548
m13_joint_composite,0.3,0.15,2765.532473027122,176.55324730271218,1.7983367813841358,2.292738256038712,8.40550844099603,-21.004469692947104,1260,7.243642526514698,0,0.37542823150503857
m13_joint_composite,0.3,0.2,2683.200047339203,168.3200047339203,1.7133306048511696,2.1287617039995603,8.505297496294347,-19.790019668007535,1260,7.479774700474952,0,0.3379981127925783
m13_joint_composite,0.3,0.25,2574.132138607731,157.4132138607731,1.6290962564806248,1.9714172029707082,8.107305368760654,-19.41621866956228,1260,7.564024119686265,0,0.3063106520872821
m13_joint_composite,0.3,0.3,2461.3733596101883,146.13733596101883,1.548396741054269,1.8960065706518714,7.628182010736419,-19.157557561596626,1260,7.560935988000413,0,0.2792434841660731
m13_joint_composite,0.3,0.35,2354.7160208641144,135.47160208641142,1.4731456716206588,1.82861487831594,7.191461545687277,-18.837840017048244,1260,7.506748052896786,0,0.2559877416093493
m13_joint_composite,0.35,0.1,2735.4972298597354,173.54972298597352,1.9004871518389561,2.495963504795361,8.260362924104172,-21.00993922186474,1260,6.504603786579416,0,0.3750461144711443
m13_joint_composite,0.35,0.15,2781.0415454149133,178.10415454149134,1.8341366265280936,2.3520898588158867,8.358136358309045,-21.309075002638984,1260,7.068831818559895,0,0.33886294763876035
m13_joint_composite,0.35,0.2,2735.945130406254,173.59451304062537,1.7620135935437924,2.2330750404352835,8.453717298215754,-20.534695793206183,1260,7.369434677549616,0,0.3087892410253805
m13_joint_composite,0.35,0.25,2653.391617464919,165.33916174649187,1.6890519468602831,2.0893373678467295,8.472701392151029,-19.514338354902883,1260,7.51578242887791,0,0.28292842478872066
m13_joint_composite,0.35,0.3,2557.924919300486,155.79249193004864,1.6172959916767806,1.9535385522055833,8.036429237714453,-19.385785318549726,1260,7.567863210218609,0,0.2604418861853493
m13_joint_composite,0.35,0.35,2461.373359610192,146.13733596101918,1.5483967410542698,1.8960065706518725,7.628182010736441,-19.157557561596615,1260,7.560935988000415,0,0.24078012928520562
m13_joint_composite,0.4,0.1,2698.2777913673954,169.8277791367395,1.913865834086921,2.551539766430418,8.232464406883851,-20.629032904743845,1260,6.300295211466469,0,0.33866244074334395
m13_joint_composite,0.4,0.15,2778.978907011943,177.89789070119434,1.8602845108873864,2.3960022761683404,8.322646913114646,-21.37515775430371,1260,6.8965646498293305,0,0.3088433415851181
m13_joint_composite,0.4,0.2,2765.5324730271213,176.55324730271212,1.798336781384135,2.2927382560387106,8.40550844099602,-21.00446969294712,1260,7.243642526514703,0,0.2840711736287792
m13_joint_composite,0.4,0.25,2707.6632628858993,170.76632628858994,1.7346311661840186,2.188335575213948,8.490498414736193,-20.112638616386313,1260,7.438440874770914,0,0.26257124192177517
m13_joint_composite,0.4,0.3,2630.12582379265,163.012582379265,1.670928656458,2.0840901981992217,8.361230408328762,-19.496243306115023,1260,7.535954119069478,0,0.24363795803410618
m13_joint_composite,0.4,0.35,2545.7563262219555,154.57563262219557,1.6084982761140294,1.9403244412169829,7.983783303743343,-19.361200917078992,1260,7.569679290019779,0,0.2268594120173414
m13_joint_composite,0.45,0.1,2658.8681401273266,165.88681401273266,1.922094957059536,2.542468743479571,8.208401658190423,-20.20939287823582,1260,6.117595213514408,0,0.30905343793081486
m13_joint_composite,0.45,0.15,2766.129679842906,176.61296798429063,1.8798172500864627,2.4298920789224927,8.294417368370846,-21.292992640781492,1260,6.732213392112679,0,0.2838364652724369
m13_joint_composite,0.45,0.2,2779.1529424165115,177.91529424165114,1.8262503665052743,2.338956239483989,8.368619220672672,-21.259814737675473,1260,7.112618241613824,0,0.2629896258229642
m13_joint_composite,0.45,0.25,2743.4442368206032,174.34442368206032,1.7701117199601246,2.2463341498387197,8.442919599945538,-20.649778979677233,1260,7.3450939744339445,0,0.24481292711188407
m13_joint_composite,0.45,0.3,2683.2000473391927,168.3200047339193,1.7133306048511665,2.1287617039995568,8.505297496294272,-19.790019668007584,1260,7.479774700474954,0,0.2286654085283857
m13_joint_composite,0.45,0.35,2611.6587631041384,161.16587631041384,1.656904023619611,2.0616261425036417,8.275606279678259,-19.474811979174984,1260,7.548063406385957,0,0.2142088916138873
m13_joint_composite,0.5,0.1,2619.5580743576265,161.95580743576264,1.9265663311789942,2.554788506501288,8.186759288227103,-19.782651685956097,1260,5.95406374823008,0,0.28450809068170746
m13_joint_composite,0.5,0.15,2746.747506797048,174.6747506797048,1.894545499397474,2.4567186488655848,8.270870793835758,-21.11926966745619,1260,6.5778509665111065,0,0.2627249738215822
m13_joint_composite,0.5,0.2,2781.707588389996,178.17075883899963,1.848188666949991,2.375562659630002,8.339258717728036,-21.36529934731907,1260,6.981937669070085,0,0.24485661652216215
m13_joint_composite,0.5,0.25,2765.5324730271227,176.55324730271226,1.798336781384137,2.2927382560387146,8.40550844099603,-21.004469692947108,1260,7.243642526514705,0,0.2292569389030232
m13_joint_composite,0.5,0.3,2721.377018232758,172.1377018232758,1.7474156738950366,2.2341983600477393,8.473271283844678,-20.31537714972932,1260,7.408632425005004,0,0.2153196733526996
m13_joint_composite,0.5,0.35,2662.502050077555,166.25020500775548,1.6963243715059666,2.125417227406384,8.512033114718735,-19.531198101224597,1260,7.506134793388189,0,0.20274642897540499
