model,match_id,selection,prob_model,prob_fair,y,spread,family,odds_close,season,match_date,logloss_model,logloss_market,split
m12_hierarchical_kappa,14035560,draw,0.2614283563411396,0.2591801471242555,0.0,0.0022482092168840673,1X2,3.853828030908165,25/26,2025-12-06,0.3030371693141238,0.2999977967709446,all
m12_hierarchical_kappa,14035560,home,0.3214190918889282,0.5083322025725066,1.0,-0.18691311068357835,1X2,1.9649270909605376,25/26,2025-12-06,1.1350094251749914,0.6766201030587369,all
m12_hierarchical_kappa,14035561,away,0.3731294198499178,0.24708990340956,1.0,0.12603951644035782,1X2,4.0,25/26,2025-12-13,0.9858299494115107,1.398003027164103,all
m12_hierarchical_kappa,14035561,draw,0.2608313116139069,0.2707834557912986,0.0,-0.009952144177391709,1X2,3.65,25/26,2025-12-13,0.3022291183368686,0.31578454827166996,all
m12_hierarchical_kappa,14035561,home,0.3660392157253575,0.48212664079914136,0.0,-0.11608742507378383,1X2,2.0500000000000003,25/26,2025-12-13,0.4557681809143769,0.6580245469200589,all
m12_hierarchical_kappa,14035562,away,0.3766981044657187,0.41339409142073197,0.0,-0.03669598695501325,1X2,2.4401954204263356,25/26,2025-12-06,0.47272429404524163,0.5334020499029682,all
m12_hierarchical_kappa,14035562,draw,0.2629232826321813,0.27552629604285506,1.0,-0.012603013410673769,1X2,3.661219938728731,25/26,2025-12-06,1.335892990375712,1.2890722065126639,all
m12_hierarchical_kappa,14035562,home,0.36037856344605884,0.311079612536413,0.0,0.04929895090964587,1X2,3.242778787369413,25/26,2025-12-06,0.4468787830212119,0.3726295625930068,all
m12_hierarchical_kappa,14035562,over_25,0.48294979189732834,0.5143570536828964,0.0,-0.031407261785568075,OU2.5,1.9449999999999998,25/26,2025-12-06,0.6596152948704842,0.722281603449913,all
m12_hierarchical_kappa,14035562,under_25,0.5170501586466304,0.4856429463171036,1.0,0.03140721232952681,OU2.5,2.06,25/26,2025-12-06,0.659615390520854,0.722281603449913,all
m12_hierarchical_kappa,14035563,away,0.33459185114718737,0.313654894426173,1.0,0.020936956721014366,1X2,3.25,25/26,2025-12-13,1.094843844739165,1.1594619598228209,all
