model,fold,n_teams,n_draws,kappa_global_mean,kappa_global_lo,kappa_global_hi,nu_mean,sigma_kappa_mean,sigma_kappa_lo,sigma_kappa_hi,p_sigma_gt_005,n_teams_separated,delta_max,delta_min
m12_hierarchical_kappa,25,23,3200,1.1059700938775523,1.0236852922408606,1.185660649519655,3.4139688635211085,0.04828383391570954,3.82422563226442e-5,0.10026839780916597,0.4096875,0,0.018051889184501665,-0.03225408376973618
m12_hierarchical_kappa,26,23,3200,1.11085991913237,1.0245196885897807,1.1868888869722256,3.4996672823039456,0.04787267440536955,0.000125097877754887,0.09858407362082032,0.399375,0,0.016359453798901673,-0.03146938348593058
m12_hierarchical_kappa,27,23,3200,1.1092054729109133,1.032578057711619,1.1915928901062114,3.580974475703862,0.04980725178156194,1.700391007028052e-5,0.10281942830533963,0.4221875,0,0.02443611282950661,-0.036149149299342216
m12_hierarchical_kappa,28,23,3200,1.1016878696822903,1.0178591643188093,1.1761379015908138,3.65886821347097,0.04807134954787713,3.0930341466157945e-5,0.09732370797645495,0.421875,0,0.01882445805531813,-0.03264337805339151
m12_hierarchical_kappa,29,23,3200,1.0941056841998225,1.0142435036470352,1.1735955466010684,3.6542404765548007,0.043731941215323235,3.719713595003946e-5,0.09250896990044294,0.355625,0,0.019415001358478207,-0.02164138927179685
m12_hierarchical_kappa,30,23,3200,1.086285940801973,1.0043504593443733,1.1608464911099703,3.603613608471288,0.039868581133898906,1.2769556178090949e-5,0.08298237976451071,0.3121875,0,0.01653090009636833,-0.013508979343834535
m12_hierarchical_kappa,31,23,3200,1.092883724485581,1.0175808710555327,1.1739387754313728,3.660991273729442,0.0383524654594099,2.738736506638477e-5,0.07824909050457454,0.288125,0,0.014003839968143552,-0.014964935688563727
m12_hierarchical_kappa,32,23,3200,1.1047971950832534,1.0199979983348308,1.1807001493799385,3.6111774865897615,0.03571214086855044,3.203630018135783e-5,0.07533684421799049,0.2634375,0,0.007953420480384266,-0.008607138775352005
m12_hierarchical_kappa,33,23,3200,1.1090599780315378,1.029473039164652,1.1890399492577413,3.616056032259388,0.03532196054263462,9.078536618386755e-5,0.07301739775139333,0.263125,0,0.006630700322636886,-0.007568725749963229
m12_hierarchical_kappa,34,23,3200,1.1160648633137662,1.0366926594674195,1.1969407321548649,3.5021457225548103,0.035924146097324035,1.013825787267655e-5,0.0740515366894205,0.2609375,0,0.009512829393958049,-0.01108905694893704
m12_hierarchical_kappa,35,23,3200,1.1220351444880179,1.040824016187542,1.2028426875051086,3.4910443898500683,0.034784395157879115,1.0686363328175187e-5,0.0733277882430802,0.25,0,0.00953569055874357,-0.01127963732124266
m12_hierarchical_kappa,36,23,3200,1.1289664725311512,1.0523232390720012,1.2038937574365909,3.5846525720650613,0.03761387404458334,3.0136337204222376e-6,0.0767491492180026,0.2925,0,0.01812301255500979,-0.011149765506998848
m12_hierarchical_kappa,37,23,3200,1.1130990898659652,1.0380629224379765,1.1907738954444895,3.66729204686446,0.040985204308370715,1.8568461820183606e-5,0.08440010714401791,0.3178125,0,0.027748076068830715,-0.015918541259573517
m12_hierarchical_kappa,38,23,3200,1.1185094040817123,1.0456049037373267,1.1931642097827921,3.769986061783086,0.04190383871867079,7.861981952603219e-5,0.08768306127857543,0.34,0,0.027663678240367383,-0.02017141407986939
m12_hierarchical_kappa,39,23,3200,1.1115855587700971,1.0359372874906045,1.183142183498479,3.8354546026965552,0.03989584174955878,9.871335265774877e-7,0.08220122642810218,0.3115625,0,0.02427408751631981,-0.014740513126683381
m12_hierarchical_kappa,40,23,3200,1.1100572474310957,1.0345204250925275,1.1810072638393314,3.84999757949433,0.03851423861549783,4.125837138808398e-5,0.07884493703441482,0.30375,0,0.023538111902539134,-0.013003827950764667
