mask,n_active,families,oos_information_ratio,mean_daily_return,daily_volatility,rank,selected_for_pure_alpha
3470,7,1X2_draw; 1X2_home; BTTS_btts_no; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_under_25; O/U 3.5_over_35,1.737898085176779,0.006668401989456805,0.029216104232697503,48,false
1126,5,1X2_draw; 1X2_home; O/U 0.5_over_05; O/U 0.5_under_05; O/U 2.5_under_25,1.73774197284428,0.0065098909224392786,0.028524185904017053,49,false
1486,7,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_under_05; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_under_25,1.7371662871553741,0.0064153715029738444,0.02811934859680309,50,false
1550,5,1X2_draw; 1X2_home; BTTS_btts_no; O/U 2.5_over_25; O/U 2.5_under_25,1.7363017625846258,0.006527079155615665,0.02862322147602132,51,false
3238,6,1X2_draw; 1X2_home; O/U 0.5_over_05; O/U 1.5_over_15; O/U 2.5_under_25; O/U 3.5_over_35,1.736180355716692,0.006701726879422867,0.029391159816543985,52,false
3110,5,1X2_draw; 1X2_home; O/U 0.5_over_05; O/U 2.5_under_25; O/U 3.5_over_35,1.7360759324223072,0.006762921408922238,0.029661319144012807,53,false
1358,6,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_under_05; O/U 1.5_under_15; O/U 2.5_under_25,1.735761993437733,0.0064765660324732155,0.028410538178723705,54,false
1862,6,1X2_draw; 1X2_home; O/U 0.5_under_05; O/U 1.5_under_15; O/U 2.5_over_25; O/U 2.5_under_25,1.733766483324864,0.006522667659344764,0.02864570305131336,55,false
1990,7,1X2_draw; 1X2_home; O/U 0.5_under_05; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_over_25; O/U 2.5_under_25,1.7326913016915824,0.006461473129845393,0.028394562729672602,56,false
1438,7,1X2_draw; 1X2_home; BTTS_btts_no; BTTS_btts_yes; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_under_25,1.7323509211058372,0.006539836314409755,0.028744571885615574,57,false
1174,5,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 1.5_over_15; O/U 2.5_under_25,1.7308656059953709,0.006597122695795916,0.029021245747728717,58,false
1310,6,1X2_draw; 1X2_home; BTTS_btts_no; BTTS_btts_yes; O/U 1.5_under_15; O/U 2.5_under_25,1.730270200270112,0.006601030843909126,0.02904843044721971,59,false
1814,6,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 1.5_under_15; O/U 2.5_over_25; O/U 2.5_under_25,1.7293173147221519,0.006647132470780675,0.02926742281157278,60,false
1942,7,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_over_25; O/U 2.5_under_25,1.729035677285823,0.006585937941281304,0.029002705785378117,61,false
1734,6,1X2_draw; 1X2_home; O/U 0.5_under_05; O/U 1.5_over_15; O/U 2.5_over_25; O/U 2.5_under_25,1.7286112818256767,0.006397970627421684,0.028181865405267337,62,false
3846,6,1X2_draw; 1X2_home; O/U 1.5_under_15; O/U 2.5_over_25; O/U 2.5_under_25; O/U 3.5_over_35,1.7280612402247737,0.006775698145827725,0.02985518443670857,63,false
1230,6,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_under_05; O/U 1.5_over_15; O/U 2.5_under_25,1.7275722559318858,0.006351869000550133,0.027995623834816397,64,false
1710,7,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_over_05; O/U 1.5_over_15; O/U 2.5_over_25; O/U 2.5_under_25,1.7261004658723154,0.006441923134696195,0.02841674344147329,65,false
1046,4,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 2.5_under_25,1.7260782706265307,0.006658317225295287,0.029371683170592813,66,false
3214,6,1X2_draw; 1X2_home; BTTS_btts_no; O/U 1.5_over_15; O/U 2.5_under_25; O/U 3.5_over_35,1.7260024054698277,0.006604899487033094,0.02913732337124918,67,false
3374,7,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_over_05; O/U 1.5_under_15; O/U 2.5_under_25; O/U 3.5_over_35,1.7250098263734355,0.006705635027536077,0.02959873676320757,68,false
1606,5,1X2_draw; 1X2_home; O/U 0.5_under_05; O/U 2.5_over_25; O/U 2.5_under_25,1.724390881714127,0.006459165156921055,0.028521049947882668,69,false
3974,7,1X2_draw; 1X2_home; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_over_25; O/U 2.5_under_25; O/U 3.5_over_35,1.7238260620027668,0.006714503616328355,0.029658235356318532,70,false
3086,5,1X2_draw; 1X2_home; BTTS_btts_no; O/U 2.5_under_25; O/U 3.5_over_35,1.723056103300265,0.0066660940165324655,0.029457565609799195,71,false
1518,8,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_over_05; O/U 0.5_under_05; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_under_25,1.7227147730497894,0.006391410011553745,0.028249329104446552,72,false
1390,7,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_over_05; O/U 0.5_under_05; O/U 1.5_under_15; O/U 2.5_under_25,1.7223962291808028,0.006452604541053116,0.028525076709525365,73,false
1582,6,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_over_05; O/U 2.5_over_25; O/U 2.5_under_25,1.7222760451751673,0.006503117664195567,0.02875038656911074,74,false
3502,8,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_over_05; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_under_25; O/U 3.5_over_35,1.722143550356711,0.006644440498036705,0.029377437072356873,75,false
1102,5,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_under_05; O/U 2.5_under_25,1.7209138334453626,0.006413063530049504,0.028374698407402123,76,false
3398,6,1X2_draw; 1X2_home; O/U 0.5_under_05; O/U 1.5_under_15; O/U 2.5_under_25; O/U 3.5_over_35,1.720073827917425,0.006661682520261566,0.029489111066659128,77,false
1894,7,1X2_draw; 1X2_home; O/U 0.5_over_05; O/U 0.5_under_05; O/U 1.5_under_15; O/U 2.5_over_25; O/U 2.5_under_25,1.719875623455545,0.0064987061679246646,0.028770982822620524,78,false
1470,8,1X2_draw; 1X2_home; BTTS_btts_no; BTTS_btts_yes; O/U 0.5_over_05; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_under_25,1.7192338763247228,0.006515874822989657,0.028857759519454514,79,false
3350,6,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 1.5_under_15; O/U 2.5_under_25; O/U 3.5_over_35,1.7185156388824703,0.006786147331697476,0.03006731400571634,80,false
1206,6,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 0.5_over_05; O/U 1.5_over_15; O/U 2.5_under_25,1.7183250808397572,0.0065731612043758185,0.02912686827643982,81,false
1342,7,1X2_draw; 1X2_home; BTTS_btts_no; BTTS_btts_yes; O/U 0.5_over_05; O/U 1.5_under_15; O/U 2.5_under_25,1.7181813644639679,0.006577069352489028,0.02914662373893583,82,false
2022,8,1X2_draw; 1X2_home; O/U 0.5_over_05; O/U 0.5_under_05; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_over_25; O/U 2.5_under_25,1.71776607459976,0.006437511638425294,0.028535063510495715,83,false
3526,7,1X2_draw; 1X2_home; O/U 0.5_under_05; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_under_25; O/U 3.5_over_35,1.7173678636621,0.006600487990762195,0.029264260286399935,84,false
3718,6,1X2_draw; 1X2_home; O/U 1.5_over_15; O/U 2.5_over_25; O/U 2.5_under_25; O/U 3.5_over_35,1.7170046229430718,0.0066510011139046445,0.02949445622273727,85,false
1494,7,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 0.5_under_05; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_under_25,1.7168347536752038,0.0064719223157151465,0.028703155061793384,86,false
1846,7,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 0.5_over_05; O/U 1.5_under_15; O/U 2.5_over_25; O/U 2.5_under_25,1.7166960211464004,0.006623170979360577,0.029376320898972685,87,false
3478,7,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_under_25; O/U 3.5_over_35,1.7166601091475302,0.006724952802198105,0.029828386574927215,88,false
3590,5,1X2_draw; 1X2_home; O/U 2.5_over_25; O/U 2.5_under_25; O/U 3.5_over_35,1.7164747137226317,0.006712195643404016,0.02977501810055488,89,false
1366,6,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 0.5_under_05; O/U 1.5_under_15; O/U 2.5_under_25,1.715546801091043,0.006533116845214516,0.028996307243371714,90,false
1974,8,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 0.5_over_05; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_over_25; O/U 2.5_under_25,1.7154273124805384,0.006561976449861205,0.029126425150788147,91,false
1078,5,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 0.5_over_05; O/U 2.5_under_25,1.7145719737254088,0.006634355733875188,0.029462383057951867,92,false
3270,6,1X2_draw; 1X2_home; O/U 0.5_under_05; O/U 1.5_over_15; O/U 2.5_under_25; O/U 3.5_over_35,1.7140661714207586,0.006536985488338484,0.02903853983294453,93,false
1766,7,1X2_draw; 1X2_home; O/U 0.5_over_05; O/U 0.5_under_05; O/U 1.5_over_15; O/U 2.5_over_25; O/U 2.5_under_25,1.7137060083232554,0.006374009136001586,0.028320518469654842,94,false
1262,7,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_over_05; O/U 0.5_under_05; O/U 1.5_over_15; O/U 2.5_under_25,1.7132447421427504,0.006327907509130035,0.028123252923054346,95,false
3878,7,1X2_draw; 1X2_home; O/U 0.5_over_05; O/U 1.5_under_15; O/U 2.5_over_25; O/U 2.5_under_25; O/U 3.5_over_35,1.713018144877611,0.0067517366544076265,0.0300108550375865,96,false
3142,5,1X2_draw; 1X2_home; O/U 0.5_under_05; O/U 2.5_under_25; O/U 3.5_over_35,1.7118190818360952,0.006598180017837855,0.029348853107666797,97,false
1638,6,1X2_draw; 1X2_home; O/U 0.5_over_05; O/U 0.5_under_05; O/U 2.5_over_25; O/U 2.5_under_25,1.7106194117206555,0.006435203665500957,0.02864400480267843,98,false
3246,7,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_over_05; O/U 1.5_over_15; O/U 2.5_under_25; O/U 3.5_over_35,1.710409506659917,0.006580937995612997,0.02929628384925181,99,false
3118,6,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_over_05; O/U 2.5_under_25; O/U 3.5_over_35,1.7085315116408761,0.006642132525112368,0.029601204335763145,100,false
4006,8,1X2_draw; 1X2_home; O/U 0.5_over_05; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_over_25; O/U 2.5_under_25; O/U 3.5_over_35,1.7078731493947112,0.006690542124908255,0.02982843969186351,101,false
1998,8,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_under_05; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_over_25; O/U 2.5_under_25,1.7077828840910434,0.006340684246035523,0.028270162681183132,102,false
1134,6,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_over_05; O/U 0.5_under_05; O/U 2.5_under_25,1.7077553070334575,0.006389102038629406,0.028486495100685225,103,false
1870,7,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_under_05; O/U 1.5_under_15; O/U 2.5_over_25; O/U 2.5_under_25,1.7069138370011285,0.006401878775534894,0.02855753283225969,104,false
3430,7,1X2_draw; 1X2_home; O/U 0.5_over_05; O/U 0.5_under_05; O/U 1.5_under_15; O/U 2.5_under_25; O/U 3.5_over_35,1.7056877744764438,0.006637721028841467,0.029630862745477108,105,false
3382,7,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 0.5_over_05; O/U 1.5_under_15; O/U 2.5_under_25; O/U 3.5_over_35,1.7053196125737273,0.006762185840277379,0.030192992056277537,106,false
1686,6,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 1.5_over_15; O/U 2.5_over_25; O/U 2.5_under_25,1.704893178181042,0.006522435438857594,0.029129796694433805,107,false
1526,8,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 0.5_over_05; O/U 0.5_under_05; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_under_25,1.7040243621160367,0.006447960824295047,0.02881186878519014,108,false
1398,7,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 0.5_over_05; O/U 0.5_under_05; O/U 1.5_under_15; O/U 2.5_under_25,1.7037446155235503,0.006509155353794418,0.029090084195176537,109,false
1950,8,1X2_draw; 1X2_home; BTTS_btts_no; BTTS_btts_yes; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_over_25; O/U 2.5_under_25,1.7035987204296241,0.006465149057471433,0.028895889948005207,110,false
3854,7,1X2_draw; 1X2_home; BTTS_btts_no; O/U 1.5_under_15; O/U 2.5_over_25; O/U 2.5_under_25; O/U 3.5_over_35,1.7034371004578879,0.006654909262017855,0.029746842505409477,111,false
1182,6,1X2_draw; 1X2_home; BTTS_btts_no; BTTS_btts_yes; O/U 1.5_over_15; O/U 2.5_under_25,1.7027196109377043,0.006476333811986046,0.028960824725029484,112,false
3510,8,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 0.5_over_05; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_under_25; O/U 3.5_over_35,1.702545594749859,0.006700991310778008,0.02996850932426571,113,false
1822,7,1X2_draw; 1X2_home; BTTS_btts_no; BTTS_btts_yes; O/U 1.5_under_15; O/U 2.5_over_25; O/U 2.5_under_25,1.7020498699851103,0.006526343586970804,0.029195941906294324,114,false
3558,8,1X2_draw; 1X2_home; O/U 0.5_over_05; O/U 0.5_under_05; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_under_25; O/U 3.5_over_35,1.7020295844268145,0.0065765264993420955,0.029420788454984,115,false
3622,6,1X2_draw; 1X2_home; O/U 0.5_over_05; O/U 2.5_over_25; O/U 2.5_under_25; O/U 3.5_over_35,1.7015840490298495,0.006688234151983917,0.029928358741438895,116,false
3750,7,1X2_draw; 1X2_home; O/U 0.5_over_05; O/U 1.5_over_15; O/U 2.5_over_25; O/U 2.5_under_25; O/U 3.5_over_35,1.7011078169356528,0.006627039622484545,0.02966282875259988,117,false
3982,8,1X2_draw; 1X2_home; BTTS_btts_no; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_over_25; O/U 2.5_under_25; O/U 3.5_over_35,1.7010183807682067,0.006593714732518482,0.02951521731229864,118,false
1742,7,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_under_05; O/U 1.5_over_15; O/U 2.5_over_25; O/U 2.5_under_25,1.7009613303729136,0.006277181743611814,0.02809927405716711,119,false
1558,5,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 2.5_over_25; O/U 2.5_under_25,1.7006341759782173,0.0065836299683569655,0.029476733067480776,120,false
3302,7,1X2_draw; 1X2_home; O/U 0.5_over_05; O/U 0.5_under_05; O/U 1.5_over_15; O/U 2.5_under_25; O/U 3.5_over_35,1.698720445309756,0.006513023996918385,0.029193462120190666,121,false
1415,6,1X2_away; 1X2_draw; 1X2_home; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_under_25,1.6983871472544243,0.009752775279458515,0.04372364509028404,122,false
1447,7,1X2_away; 1X2_draw; 1X2_home; O/U 0.5_over_05; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_under_25,1.6982183164205777,0.009728813788038417,0.04362055709446603,123,false
3174,6,1X2_draw; 1X2_home; O/U 0.5_over_05; O/U 0.5_under_05; O/U 2.5_under_25; O/U 3.5_over_35,1.697525954333367,0.006574218526417756,0.02948849107712522,124,false
1054,5,1X2_draw; 1X2_home; BTTS_btts_no; BTTS_btts_yes; O/U 2.5_under_25,1.6962385881653046,0.006537528341485415,0.029346173669284756,125,false
1319,6,1X2_away; 1X2_draw; 1X2_home; O/U 0.5_over_05; O/U 1.5_under_15; O/U 2.5_under_25,1.6962170156920142,0.009790008317537789,0.04394672163130271,126,false
1287,5,1X2_away; 1X2_draw; 1X2_home; O/U 1.5_under_15; O/U 2.5_under_25,1.6960666586431394,0.009813969808957889,0.044058188666262356,127,false
1238,6,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 0.5_under_05; O/U 1.5_over_15; O/U 2.5_under_25,1.695963393884446,0.006408419813291435,0.028771288903737972,128,false
1614,6,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_under_05; O/U 2.5_over_25; O/U 2.5_under_25,1.6948996714216773,0.0063383762731111844,0.028474680467024005,129,false
3406,7,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_under_05; O/U 1.5_under_15; O/U 2.5_under_25; O/U 3.5_over_35,1.6946097013919004,0.006540893636451694,0.029389502617480235,130,false
3222,6,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 1.5_over_15; O/U 2.5_under_25; O/U 3.5_over_35,1.6944978079324482,0.0066614502997743965,0.029933163525714915,131,false
3534,8,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_under_05; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_under_25; O/U 3.5_over_35,1.693740738419432,0.006479699106952324,0.02912948077053493,132,false
1902,8,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_over_05; O/U 0.5_under_05; O/U 1.5_under_15; O/U 2.5_over_25; O/U 2.5_under_25,1.6928549968749742,0.006377917284114794,0.028686922512255814,133,false
2030,9,1X2_draw; 1X2_home; BTTS_btts_no; O/U 0.5_over_05; O/U 0.5_under_05; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_over_25; O/U 2.5_under_25,1.6926547929220424,0.0063167227546154225,0.028415039106824205,134,false
3358,7,1X2_draw; 1X2_home; BTTS_btts_no; BTTS_btts_yes; O/U 1.5_under_15; O/U 2.5_under_25; O/U 3.5_over_35,1.6926145658121106,0.006665358447887605,0.02998404862126263,135,false
3486,8,1X2_draw; 1X2_home; BTTS_btts_no; BTTS_btts_yes; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_under_25; O/U 3.5_over_35,1.6925031397635932,0.006604163918388236,0.029710721517944898,136,false
3094,5,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 2.5_under_25; O/U 3.5_over_35,1.6920141808140703,0.0067226448292737676,0.030252481654015433,137,false
3726,7,1X2_draw; 1X2_home; BTTS_btts_no; O/U 1.5_over_15; O/U 2.5_over_25; O/U 2.5_under_25; O/U 3.5_over_35,1.691726845066729,0.006530212230094774,0.029391509587367734,138,false
1718,7,1X2_draw; 1X2_home; BTTS_btts_yes; O/U 0.5_over_05; O/U 1.5_over_15; O/U 2.5_over_25; O/U 2.5_under_25,1.6916396477316342,0.006498473947437497,0.02925016797184336,139,false
1502,8,1X2_draw; 1X2_home; BTTS_btts_no; BTTS_btts_yes; O/U 0.5_under_05; O/U 1.5_over_15; O/U 1.5_under_15; O/U 2.5_under_25,1.6905394689912072,0.006351133431905274,0.02860558013438545,140,false
