model,policy,market_key,family,selection,n_bets,stake_amount,pnl_amount,win_rate_pct,roi_pct,mean_odds,mean_model_probability,mean_market_probability,mean_edge
m13_joint_composite,P_baseline,OU0.5,O/U 0.5_over_05,over_05,33,509.45210247882784,-12.866103534873137,90.9090909090909,-2.525478542981935,1.085456979057047,0.9326619337814822,0.9198542553017508,0.012807678479731572
m13_joint_composite,P_baseline,OU1.5,O/U 1.5_under_15,under_15,114,539.6483724735605,-2.3389294215652585,17.543859649122805,-0.4334173029827589,5.0043221333428844,0.24799063545345468,0.20730272614602469,0.040687909307430145
m13_joint_composite,P_baseline,1X2,1X2_away,away,365,5316.19849368841,254.67761929351857,26.301369863013697,4.790596506053741,4.582151019935262,0.3248316820828946,0.2547150078022631,0.07011667428063167
m13_joint_composite,P_baseline,BTTS,BTTS_btts_yes,btts_yes,64,538.0527354742778,-20.860421238744802,57.8125,-3.8770216864257643,1.8705127115968472,0.5428757603779094,0.53738170378823,0.0054940565896792505
m13_joint_composite,P_baseline,OU1.5,O/U 1.5_over_15,over_15,47,371.09386631368375,-14.266083875765318,70.2127659574468,-3.844332976311247,1.3664612962711535,0.7544162440391784,0.7316871783329361,0.022729065706242342
m13_joint_composite,P_baseline,OU2.5,O/U 2.5_over_25,over_25,56,398.05449847931015,-48.097106887024445,46.42857142857143,-12.08304568112409,2.1218744082469034,0.5158241323021678,0.4728737739008436,0.04295035840132422
m13_joint_composite,P_baseline,OU3.5,O/U 3.5_over_35,over_35,85,451.39055936745564,-1.0185820562672738,25.882352941176475,-0.22565426660553936,3.736106346997005,0.30102816581850533,0.2717426054970086,0.029285560321496786
m13_joint_composite,P_baseline,OU0.5,O/U 0.5_under_05,under_05,62,108.12253458485053,-33.82119802570653,3.225806451612903,-31.280433959088256,18.04344906361192,0.0724074122239659,0.05915414418960724,0.01325326803435865
m13_joint_composite,P_baseline,BTTS,BTTS_btts_no,btts_no,51,260.23591507580863,-19.9059743655016,41.17647058823529,-7.649203362150395,2.355284716126584,0.45801073181278723,0.42601839305931116,0.031992338753476124
m13_joint_composite,P_symmetric_core,1X2,1X2_home,home,307,4929.61158971438,589.0550221234627,39.413680781758956,11.949319158380028,3.279557833181327,0.40184393173991334,0.334749325390885,0.06709460634902792
