model,container,form,scheme,trust,family,selection,n_bets,win_rate,mean_odds,p_model,p_market,stake_units,pnl_units,mean_payoff,flat_roi,kelly_roi,capital_share,efficiency,edge,calibration
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,1X2_draw,draw,255,0.23921568627450981,4.2266244294539685,0.24736155498252288,0.24233347149793835,709.0960044929003,42.05338058140063,-0.01199942210768672,-1.199942210768672,5.9305623378141155,9.56312545872334,0.8330644334483969,0.005028083484584528,-0.008145868708013065
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,O/U 3.5_under_35,under_35,76,0.5526315789473685,1.5504038525568158,0.6818475755630882,0.6484690999140202,449.9710846877121,-97.46501735045341,-0.16247883051870904,-16.247883051870904,-21.660284553194312,6.068472968965234,-3.042614115120943,0.03337847564906793,-0.1292159966157197
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,BTTS_btts_yes,btts_yes,66,0.5757575757575758,1.8598039768489614,0.556899303701448,0.5426758263485698,317.5284846609708,-55.76092595858354,0.04082531708204264,4.0825317082042645,-17.560920878679653,4.282304111560646,-2.466777645915696,0.014223477352878211,0.01885827205612778
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,O/U 1.5_over_15,over_15,42,0.8333333333333334,1.3492490578028944,0.7669401789893607,0.7397955875004647,293.70241086237286,52.73653925264005,0.12060111368387337,12.060111368387338,17.955773361816927,3.960977053614892,2.522242463823956,0.02714459148889603,0.06639315434397264
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,O/U 2.5_over_25,over_25,60,0.5666666666666667,2.0456978331516447,0.5223118607855015,0.4892922865264647,273.7525582715642,31.059151702656216,0.16049789056524547,16.049789056524546,11.345702812335126,3.691926118339385,1.5937277018684117,0.03301957425903679,0.04435480588116514
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,BTTS_btts_no,btts_no,61,0.4918032786885246,2.358310481919923,0.45450636963729846,0.4268797693352918,221.62758767244125,10.659806258269631,0.13355799211338137,13.355799211338137,4.8097831006600575,2.9889498919704924,0.6756288873675158,0.027626600302006643,0.037296909051226124
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,O/U 1.5_under_15,under_15,69,0.2028985507246377,4.658109880474746,0.24546134257778163,0.22178934898305436,134.59916941794353,-14.692333600010054,-0.13161045471894267,-13.161045471894267,-10.915619809204712,1.8152531330426351,-1.5333140626669257,0.02367199359472727,-0.04256279185314393
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,O/U 3.5_over_35,over_35,45,0.2222222222222222,3.4497261207538705,0.31909683394204824,0.29632041898961836,131.0007817549548,-11.583991720752383,-0.22104686769385892,-22.104686769385893,-8.842689001979368,1.7667239741526586,-1.2421300517531473,0.02277641495242988,-0.09687461171982603
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,1X2_home,home,277,0.34657039711191334,3.323055508077997,0.36841251148221765,0.32722539455968913,2064.9963850356617,233.44025293841375,0.0555301515805849,5.55301515805849,11.304632522849785,37.63181793471228,0.9844691270918895,0.04118711692252852,-0.02184211437030431
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,1X2_away,away,351,0.2621082621082621,4.500996586807949,0.2993330300468,0.25666340220693185,1837.1855062072143,139.00187290990183,0.03433260922956027,3.4332609229560265,7.566022725536566,33.480267075958174,0.6588905719058867,0.04266962783986816,-0.037224767938537906
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,O/U 2.5_under_25,under_25,195,0.5230769230769231,2.207967234176887,0.4865338111039173,0.4582578695053552,999.8277148093192,215.79371334246682,0.13339926493256898,13.339926493256899,21.583089780985077,18.220532879593375,1.8795733088788527,0.028275941598562115,0.036543111973005804
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,1X2_draw,draw,255,0.23921568627450981,4.2266244294539685,0.24736155498252288,0.24233347149793835,585.3585264633241,41.87716840477587,-0.01199942210768672,-1.199942210768672,7.154105819179471,10.667382109736167,0.6230185984988703,0.005028083484584528,-0.008145868708013065
