model,container,form,scheme,trust,panel,window,risk_lambda,kelly_fraction,n_bets,n_slates,total_return_pct,flat_roi_pct,max_drawdown_pct,sharpe_ann,calmar,win_rate,mean_exposure
m05_joint_production_wealth,inv_B_anch,inv,B_anch,canonical_P1,F,full,18.0,0.4,956,99,87.9846238388226,18.025518730389255,-8.930781337407499,1.9153743810734831,9.85183944323997,0.33158995815899583,0.037251366012826394
m05_joint_production_wealth,inv_B_anch,inv,B_anch,canonical_P1,F,full,15.0,0.4,956,99,104.17693733639233,18.12460375832933,-9.7189390743852,1.9524870496420494,10.71896186806607,0.33158995815899583,0.04209278667078759
m05_joint_production_wealth,inv_B_anch,inv,B_anch,canonical_P1,F,full,12.0,0.4,956,99,108.33672975746822,18.071583332611954,-10.089630729315733,1.9465703274415522,10.737432584395037,0.33158995815899583,0.04349146319064932
m05_joint_production_wealth,inv_B_anch,inv,B_anch,canonical_P1,F,full,10.0,0.4,956,99,107.84045996404092,17.99062531131471,-10.089630729315724,1.9390207664833057,10.688246463838091,0.33158995815899583,0.04355516273876989
m05_joint_production_wealth,inv_B_anch,inv,B_anch,canonical_P1,F,full,8.0,0.4,956,99,107.81588027562657,17.986621705261197,-10.089630729315735,1.9386431681973233,10.685810330239757,0.33158995815899583,0.0435583177062204
m05_joint_production_wealth,inv_B_anch,inv,B_anch,flat_1.0,F,full,23.0,0.5,1330,99,42.47851391010722,9.564571069721167,-12.525636600016332,1.208605201249458,3.3913257478707175,0.3586466165413534,0.04007127594531003
m05_joint_production_wealth,inv_B_anch,inv,B_anch,flat_1.0,F,full,18.0,0.5,1330,99,55.13992264158334,9.562779671261678,-15.64292886923003,1.1878745220934646,3.524910398975522,0.3586466165413534,0.050665661775330016
m05_joint_production_wealth,inv_B_anch,inv,B_anch,flat_1.0,F,full,15.0,0.5,1330,99,67.01861636062836,9.561274496818248,-18.38580689313874,1.1691474780232205,3.6451278287731026,0.3586466165413534,0.0602175752416922
m05_joint_production_wealth,inv_B_anch,inv,B_anch,flat_1.0,F,full,12.0,0.5,1330,99,85.13713344922023,9.559259294703272,-22.288870345819205,1.1416587381724692,3.8197150473886476,0.3586466165413534,0.07420638162712433
m05_joint_production_wealth,inv_B_anch,inv,B_anch,flat_1.0,F,full,10.0,0.5,1330,99,103.4643153426523,9.557517346346637,-25.95507104304803,1.1148684334933419,3.986285191477634,0.3586466165413534,0.08780265213990095
m05_joint_production_wealth,inv_B_anch,inv,B_anch,flat_1.0,F,full,8.0,0.5,1330,99,134.42467756774064,9.752842140779576,-29.96002611864518,1.1100036795358224,4.48680108072681,0.3586466165413534,0.10639538746553268
m05_joint_production_wealth,inv_B_anch,inv,B_anch,canonical_P1,F,full,23.0,0.5,956,99,65.91162659345827,18.03419940280963,-7.244848191998159,1.9294304091133339,9.09772363018687,0.33158995815899583,0.029547552772043035
m05_joint_production_wealth,inv_B_anch,inv,B_anch,canonical_P1,F,full,18.0,0.5,956,99,88.40853004282016,18.037806557430116,-9.104085886571998,1.9143459537134497,9.710862918507575,0.33158995815899583,0.037367346209683884
m05_joint_production_wealth,inv_B_anch,inv,B_anch,canonical_P1,F,full,15.0,0.5,956,99,110.18082920635823,17.987732565339087,-10.76046923078535,1.894880614823695,10.239407487094939,0.33158995815899583,0.04438120508838564
m05_joint_production_wealth,inv_B_anch,inv,B_anch,canonical_P1,F,full,12.0,0.5,956,99,139.16254956762054,18.086114156612698,-11.963501050743645,1.926996875659643,11.632259568278323,0.33158995815899583,0.05225168312836716
m05_joint_production_wealth,inv_B_anch,inv,B_anch,canonical_P1,F,full,10.0,0.5,956,99,147.18958260459826,18.095234034004804,-12.502777686543128,1.928411767020144,11.772550571943702,0.33158995815899583,0.05433931643858612
m05_joint_production_wealth,inv_B_anch,inv,B_anch,canonical_P1,F,full,8.0,0.5,956,99,146.3508314452685,18.002360520631775,-12.502777686543107,1.9197547809264053,11.705465386526685,0.33158995815899583,0.05443239707182944
m05_joint_production_wealth,inv_B_anch,inv,B_anch,flat_1.0,F,full,23.0,0.6,1330,99,42.47851391010757,9.564571069721213,-12.525636600016366,1.2086052012494652,3.3913257478707366,0.3586466165413534,0.04007127594531007
m05_joint_production_wealth,inv_B_anch,inv,B_anch,flat_1.0,F,full,18.0,0.6,1330,99,55.13992264158376,9.562779671261774,-15.64292886923006,1.1878745220934703,3.524910398975542,0.3586466165413534,0.050665661775329926
m05_joint_production_wealth,inv_B_anch,inv,B_anch,flat_1.0,F,full,15.0,0.6,1330,99,67.01861636062874,9.56127449681828,-18.38580689313872,1.169147478023225,3.645127828773127,0.3586466165413534,0.06021757524169207
m05_joint_production_wealth,inv_B_anch,inv,B_anch,flat_1.0,F,full,12.0,0.6,1330,99,85.13713344922047,9.5592592947033,-22.28887034581921,1.1416587381724723,3.819715047388658,0.3586466165413534,0.07420638162712427
m05_joint_production_wealth,inv_B_anch,inv,B_anch,flat_1.0,F,full,10.0,0.6,1330,99,103.46431534265119,9.557517346346557,-25.955071043048054,1.1148684334933328,3.986285191477587,0.3586466165413534,0.08780265213990096
m05_joint_production_wealth,inv_B_anch,inv,B_anch,flat_1.0,F,full,8.0,0.6,1330,99,134.42467756774096,9.75284214077958,-29.96002611864525,1.1100036795358237,4.48680108072681,0.3586466165413534,0.10639538746553275
m05_joint_production_wealth,inv_B_anch,inv,B_anch,canonical_P1,F,full,23.0,0.6,956,99,65.91162659345846,18.034199402809648,-7.2448481919981615,1.9294304091133392,9.097723630186893,0.33158995815899583,0.029547552772043083
m05_joint_production_wealth,inv_B_anch,inv,B_anch,canonical_P1,F,full,18.0,0.6,956,99,88.40853004282046,18.037806557430173,-9.104085886571923,1.9143459537134493,9.710862918507686,0.33158995815899583,0.0373673462096839
m05_joint_production_wealth,inv_B_anch,inv,B_anch,canonical_P1,F,full,15.0,0.6,956,99,110.80104522335733,18.041123004425362,-10.76046923078537,1.9006909710551618,10.297045867326954,0.33158995815899583,0.04442061786946947
m05_joint_production_wealth,inv_B_anch,inv,B_anch,canonical_P1,F,full,12.0,0.6,956,99,146.59983235374207,18.003151466458277,-13.060190167477437,1.8766563549359736,11.224938570864447,0.33158995815899583,0.054664274677862876
m05_joint_production_wealth,inv_B_anch,inv,B_anch,canonical_P1,F,full,10.0,0.6,956,99,178.10294985120416,18.060333566740024,-14.141323666570013,1.9023376224281126,12.594503460255156,0.33158995815899583,0.06223383822720186
m05_joint_production_wealth,inv_B_anch,inv,B_anch,canonical_P1,F,full,8.0,0.6,956,99,191.50776186781755,18.088183567043775,-14.873037858645086,1.9073251387125816,12.876169864416902,0.33158995815899583,0.06521763716130766
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,P,full,23.0,0.3,1310,99,41.52999706007019,9.566486998507111,-12.34758247278115,1.1974937420205451,3.363411190135265,0.3648854961832061,0.03930438843181202
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,O,evaluation,23.0,0.3,708,50,6.203911970917608,3.1850062038659126,-12.347582472781147,0.40780971106911446,0.502439403388755,0.3700564971751412,0.047055299543017945
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,18.0,0.3,1310,99,53.86069167535079,9.56469826619955,-15.42483627804015,1.176931282231604,3.4918161012853375,0.3648854961832061,0.04969589774618498
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,15.0,0.3,1310,99,65.41212112391194,9.563196709200557,-18.13398729346066,1.1583561821961812,3.607156002998875,0.3648854961832061,0.05906485047790957
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,12.0,0.3,1310,99,83.00242789268462,9.561188986951905,-21.99157391491537,1.131090472944333,3.774283196546919,0.3648854961832061,0.07278562596974923
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,10.0,0.3,1310,99,100.76268645062956,9.559456921078,-25.617861809331586,1.1045175603796713,3.9332980715012544,0.3648854961832061,0.08612128561859332
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,8.0,0.3,1310,99,130.34416561050693,9.735813705613557,-29.807250490003796,1.095789985975739,4.37290134003535,0.3648854961832061,0.10445562448000664
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,P,full,23.0,0.3,941,99,63.931080722523426,18.273306969367926,-6.94473982627396,1.9346860487094169,9.205684060424215,0.3294367693942614,0.028436255205640658
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,O,evaluation,23.0,0.3,470,50,18.59589390984928,11.28103278199015,-6.944739826273969,1.3305252913479315,2.6776948273131285,0.3276595744680851,0.03226587168810499
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,18.0,0.3,941,99,73.06407888489177,18.264364120919744,-7.671820474988181,1.9634462569558278,9.523695076428954,0.3294367693942614,0.03167010146714213
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,15.0,0.3,941,99,73.14956626909115,18.22484481671463,-7.675797144786624,1.9543149456116768,9.529898314049909,0.3294367693942614,0.031780436940093894
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,12.0,0.3,941,99,72.99123265298869,18.1830920427766,-7.675797144786629,1.9503945122593689,9.509270669374587,0.3294367693942614,0.03180316240441682
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,10.0,0.3,941,99,72.99123265298869,18.1830920427766,-7.675797144786629,1.9503945122593689,9.509270669374587,0.3294367693942614,0.03180316240441682
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,8.0,0.3,941,99,72.99123265298869,18.1830920427766,-7.675797144786629,1.9503945122593689,9.509270669374587,0.3294367693942614,0.03180316240441682
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,23.0,0.4,1310,99,41.529997060069924,9.56648699850708,-12.34758247278115,1.1974937420205454,3.3634111901352437,0.3648854961832061,0.03930438843181209
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,18.0,0.4,1310,99,53.86069167535072,9.564698266199525,-15.424836278040143,1.1769312822316016,3.4918161012853344,0.3648854961832061,0.04969589774618501
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,15.0,0.4,1310,99,65.41212112391148,9.563196709200508,-18.13398729346072,1.1583561821961723,3.6071560029988374,0.3648854961832061,0.05906485047790957
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,12.0,0.4,1310,99,83.00242789268444,9.561188986951894,-21.991573914915357,1.1310904729443303,3.7742831965469126,0.3648854961832061,0.07278562596974922
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,10.0,0.4,1310,99,100.76268645062964,9.559456921078004,-25.617861809331576,1.104517560379671,3.9332980715012593,0.3648854961832061,0.08612128561859335
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,8.0,0.4,1310,99,130.34416561050799,9.735813705613596,-29.80725049000379,1.0957899859757452,4.372901340035386,0.3648854961832061,0.10445562448000671
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,23.0,0.4,941,99,64.45453610581642,18.22470290249093,-7.2587772124827925,1.9214124529261785,8.879530838193391,0.3294367693942614,0.0287179284685778
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,18.0,0.4,941,99,85.97905807243203,18.221348034813776,-8.960064397935525,1.9075809868855875,9.595808049353119,0.3294367693942614,0.03620737189153862
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,15.0,0.4,941,99,101.65665832571035,18.313008596465817,-9.752894683378582,1.9442811632656398,10.423229371989345,0.3294367693942614,0.040913021938054184
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,12.0,0.4,941,99,105.96578232218658,18.263248876620594,-10.144948625013972,1.9379444332523057,10.445176830261241,0.3294367693942614,0.04234608372153054
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,10.0,0.4,941,99,105.48277959702692,18.183092042776618,-10.144948625013969,1.9304075419744242,10.397566660608069,0.3294367693942614,0.04240421653922243
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,8.0,0.4,941,99,105.48277959702692,18.183092042776618,-10.144948625013969,1.9304075419744242,10.397566660608069,0.3294367693942614,0.04240421653922243
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,23.0,0.5,1310,99,41.52999706006999,9.566486998507052,-12.347582472781134,1.1974937420205412,3.363411190135253,0.3648854961832061,0.03930438843181202
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,18.0,0.5,1310,99,53.86069167535052,9.56469826619949,-15.42483627804021,1.1769312822315978,3.4918161012853064,0.3648854961832061,0.04969589774618502
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,15.0,0.5,1310,99,65.4121211239111,9.563196709200476,-18.133987293460702,1.1583561821961692,3.6071560029988206,0.3648854961832061,0.059064850477909464
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,12.0,0.5,1310,99,83.00242789268528,9.561188986951963,-21.991573914915353,1.1310904729443392,3.7742831965469517,0.3648854961832061,0.07278562596974913
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,10.0,0.5,1310,99,100.7626864506305,9.559456921078036,-25.617861809331604,1.1045175603796764,3.933298071501288,0.3648854961832061,0.08612128561859334
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,8.0,0.5,1310,99,130.34416561050736,9.735813705613579,-29.807250490003838,1.0957899859757414,4.372901340035358,0.3648854961832061,0.10445562448000671
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,23.0,0.5,941,99,64.4545361058157,18.22470290249079,-7.258777212482803,1.921412452926168,8.87953083819328,0.3294367693942614,0.028717928468577777
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,18.0,0.5,941,99,86.35469508571862,18.228553943325817,-9.121136863392081,1.906577750400325,9.467536380503775,0.3294367693942614,0.036318332088267846
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,15.0,0.5,941,99,107.5193098718795,18.17901989158822,-10.780143602735873,1.8873741483141437,9.973829091162791,0.3294367693942614,0.043135100935938586
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,12.0,0.5,941,99,135.5956776667108,18.27676362193332,-12.004247538503323,1.919358003027303,11.295641582847326,0.3294367693942614,0.05078107408155742
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,10.0,0.5,941,99,143.76848546120434,18.288407938903912,-12.570090819116505,1.9202367779535732,11.437346597572887,0.3294367693942614,0.05290903534859214
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,8.0,0.5,941,99,142.90843263296438,18.19178243688863,-12.570090819116508,1.911126742290713,11.3689260236394,0.3294367693942614,0.0529973827728209
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,23.0,0.6,1310,99,41.52999706007019,9.566486998507111,-12.34758247278115,1.1974937420205451,3.363411190135265,0.3648854961832061,0.03930438843181202
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,18.0,0.6,1310,99,53.86069167535079,9.56469826619955,-15.42483627804015,1.176931282231604,3.4918161012853375,0.3648854961832061,0.04969589774618498
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,15.0,0.6,1310,99,65.41212112391194,9.563196709200557,-18.13398729346066,1.1583561821961812,3.607156002998875,0.3648854961832061,0.05906485047790957
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,12.0,0.6,1310,99,83.00242789268462,9.561188986951905,-21.99157391491537,1.131090472944333,3.774283196546919,0.3648854961832061,0.07278562596974923
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,10.0,0.6,1310,99,100.76268645062956,9.559456921078,-25.617861809331586,1.1045175603796713,3.9332980715012544,0.3648854961832061,0.08612128561859332
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,flat_1.0,F,full,8.0,0.6,1310,99,130.34416561050693,9.735813705613557,-29.807250490003796,1.095789985975739,4.37290134003535,0.3648854961832061,0.10445562448000664
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,23.0,0.6,941,99,64.45453610581589,18.22470290249084,-7.258777212482803,1.9214124529261714,8.879530838193306,0.3294367693942614,0.0287179284685778
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,18.0,0.6,941,99,86.35469508572055,18.22855394332605,-9.121136863392016,1.9065777504003552,9.467536380504054,0.3294367693942614,0.03631833208826792
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,15.0,0.6,941,99,108.11518545114632,18.23209045321634,-10.780143602735864,1.8931499695738663,10.029104382589862,0.3294367693942614,0.0431737818577205
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,12.0,0.6,941,99,142.82501573029492,18.19386664077952,-13.101082463757557,1.8690646885601618,10.90177213412722,0.3294367693942614,0.05312890298781281
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,10.0,0.6,941,99,173.26910510432546,18.249917758853947,-14.188281653908177,1.8950338055791336,12.212127538122159,0.3294367693942614,0.06048197001382988
m05_joint_production_wealth,inv_C_sqrt,inv,C_sqrt,canonical_P1,F,full,8.0,0.6,941,99,186.75870869249073,18.2804028658345,-14.951650831715893,1.8993024317211438,12.49084203440148,0.3294367693942614,0.0635004955322013
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,P,full,23.0,0.3,1307,99,41.51810916664817,9.430032601884434,-12.60541071414176,1.1836268436394868,3.293673653970658,0.3641928079571538,0.0399244727389022
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,O,evaluation,23.0,0.3,706,50,5.897420082097304,3.0486222133791565,-12.605410714141776,0.38444197483503423,0.4678483086220347,0.37110481586402266,0.04745333274987347
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,18.0,0.3,1307,99,53.81571874237841,9.428089410009445,-15.741617761929023,1.162826398446028,3.4186904774508817,0.3641928079571538,0.05048072416083009
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,15.0,0.3,1307,99,65.32191464072734,9.426447834385476,-18.50080294290285,1.1440350115173334,3.5307610616860106,0.3641928079571538,0.05999849939308159
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,12.0,0.3,1307,99,82.81458428471966,9.424233738638842,-22.42650424311082,1.1164494900538222,3.6927103478536742,0.3641928079571538,0.07393772794070913
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,10.0,0.3,1307,99,100.43769614110451,9.42229956832919,-26.113332259675666,1.0895620976227005,3.846222885012683,0.3641928079571538,0.08748628818525446
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,8.0,0.3,1307,99,130.1814130532765,9.60954194857256,-30.23858152589855,1.0835070322308096,4.305142850096309,0.3641928079571538,0.10613598844151761
m05_joint_production_wealth,inv_D_sup,inv,D_sup,canonical_P1,P,full,23.0,0.3,937,99,63.69068527291481,17.901014303101775,-7.124412529178975,1.9062887881060067,8.939780650272732,0.3287086446104589,0.028969974980385248
m05_joint_production_wealth,inv_D_sup,inv,D_sup,canonical_P1,O,evaluation,23.0,0.3,470,50,17.938533131687386,10.823731754182676,-7.124412529179,1.2749843923062334,2.5178964663005807,0.3276595744680851,0.03263791734715094
m05_joint_production_wealth,inv_D_sup,inv,D_sup,canonical_P1,F,full,18.0,0.3,937,99,72.74675227869685,17.89944293441226,-7.879908975071771,1.9333684114407215,9.231927996736061,0.3287086446104589,0.03224294554011438
m05_joint_production_wealth,inv_D_sup,inv,D_sup,canonical_P1,F,full,15.0,0.3,937,99,72.68389361670205,17.83334738717003,-7.885590996242129,1.9220841303346108,9.217304530673667,0.3287086446104589,0.03235549003361107
m05_joint_production_wealth,inv_D_sup,inv,D_sup,canonical_P1,F,full,12.0,0.3,937,99,72.59454075469544,17.810822895516377,-7.885590996242141,1.9198633529954992,9.205973374638653,0.3287086446104589,0.032367438738531124
m05_joint_production_wealth,inv_D_sup,inv,D_sup,canonical_P1,F,full,10.0,0.3,937,99,72.59454075469544,17.810822895516377,-7.885590996242141,1.9198633529954992,9.205973374638653,0.3287086446104589,0.032367438738531124
m05_joint_production_wealth,inv_D_sup,inv,D_sup,canonical_P1,F,full,8.0,0.3,937,99,72.59454075469544,17.810822895516377,-7.885590996242141,1.9198633529954992,9.205973374638653,0.3287086446104589,0.032367438738531124
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,23.0,0.4,1307,99,41.51810916664771,9.430032601884362,-12.60541071414174,1.183626843639478,3.2936736539706266,0.3641928079571538,0.03992447273890223
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,18.0,0.4,1307,99,53.81571874237785,9.428089410009399,-15.741617761929055,1.1628263984460212,3.418690477450839,0.3641928079571538,0.05048072416083016
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,15.0,0.4,1307,99,65.32191464072798,9.426447834385556,-18.500802942902844,1.1440350115173417,3.5307610616860465,0.3641928079571538,0.05999849939308153
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,12.0,0.4,1307,99,82.81458428471926,9.424233738638806,-22.426504243110813,1.1164494900538173,3.692710347853658,0.3641928079571538,0.07393772794070914
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,10.0,0.4,1307,99,100.43769614110562,9.42229956832928,-26.113332259675637,1.0895620976227087,3.84622288501273,0.3641928079571538,0.08748628818525434
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,8.0,0.4,1307,99,130.18141305327555,9.609541948572515,-30.2385815258986,1.0835070322308016,4.305142850096272,0.3641928079571538,0.10613598844151761
m05_joint_production_wealth,inv_D_sup,inv,D_sup,canonical_P1,F,full,23.0,0.4,937,99,64.20579230672973,17.855513457179118,-7.425787459429273,1.8941078104496376,8.646327767596034,0.3287086446104589,0.029250715046335102
m05_joint_production_wealth,inv_D_sup,inv,D_sup,canonical_P1,F,full,18.0,0.4,937,99,85.60135693999291,17.848213499039456,-9.188164087746872,1.8790664054055506,9.31648108615615,0.3287086446104589,0.03689004993578207
m05_joint_production_wealth,inv_D_sup,inv,D_sup,canonical_P1,F,full,15.0,0.4,937,99,101.2566073406997,17.95230952537136,-10.006626697320458,1.9153968787869855,10.118955208733215,0.3287086446104589,0.04167492269476057
m05_joint_production_wealth,inv_D_sup,inv,D_sup,canonical_P1,F,full,12.0,0.4,937,99,105.22447005377869,17.87685219856787,-10.41912749289789,1.9060151881874399,10.09916330570905,0.3287086446104589,0.04310991563577298
m05_joint_production_wealth,inv_D_sup,inv,D_sup,canonical_P1,F,full,10.0,0.4,937,99,104.80846659167145,17.810822895516385,-10.41912749289789,1.899496537196475,10.059236405650402,0.3287086446104589,0.04315658498470817
m05_joint_production_wealth,inv_D_sup,inv,D_sup,canonical_P1,F,full,8.0,0.4,937,99,104.80846659167145,17.810822895516385,-10.41912749289789,1.899496537196475,10.059236405650402,0.3287086446104589,0.04315658498470817
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,23.0,0.5,1307,99,41.51810916664864,9.430032601884497,-12.605410714141737,1.1836268436394946,3.293673653970701,0.3641928079571538,0.039924472738902324
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,18.0,0.5,1307,99,53.81571874237865,9.428089410009479,-15.74161776192905,1.1628263984460345,3.418690477450891,0.3641928079571538,0.05048072416083023
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,15.0,0.5,1307,99,65.32191464072909,9.426447834385662,-18.50080294290285,1.1440350115173548,3.530761061686105,0.3641928079571538,0.0599984993930815
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,12.0,0.5,1307,99,82.81458428472,9.424233738638874,-22.426504243110806,1.1164494900538235,3.692710347853692,0.3641928079571538,0.07393772794070903
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,10.0,0.5,1307,99,100.43769614110442,9.422299568329187,-26.113332259675655,1.089562097622699,3.8462228850126814,0.3641928079571538,0.08748628818525443
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,8.0,0.5,1307,99,130.18141305327484,9.609541948572497,-30.23858152589859,1.0835070322308007,4.305142850096249,0.3641928079571538,0.10613598844151761
m05_joint_production_wealth,inv_D_sup,inv,D_sup,canonical_P1,F,full,23.0,0.5,937,99,64.20579230672968,17.855513457179036,-7.425787459429259,1.894107810449636,8.646327767596043,0.3287086446104589,0.02925071504633521
m05_joint_production_wealth,inv_D_sup,inv,D_sup,canonical_P1,F,full,18.0,0.5,937,99,85.97110013384506,17.858974137076977,-9.329460710664126,1.8789922066406333,9.21501282872385,0.3287086446104589,0.0369925618737979
m05_joint_production_wealth,inv_D_sup,inv,D_sup,canonical_P1,F,full,15.0,0.5,937,99,106.98688567858672,17.810501947059574,-11.024716392943189,1.8596003630541058,9.704275544636047,0.3287086446104589,0.04393736102780639
m05_joint_production_wealth,inv_D_sup,inv,D_sup,canonical_P1,F,full,12.0,0.5,937,99,134.92515822366298,17.914545731117453,-12.312884645285582,1.8899101068588595,10.958046153329617,0.3287086446104589,0.051726391764891674
m05_joint_production_wealth,inv_D_sup,inv,D_sup,canonical_P1,F,full,10.0,0.5,937,99,142.6518400916862,17.906015470160177,-12.905964457710411,1.8884732636304558,11.05317162147163,0.3287086446104589,0.05386034578849153
m05_joint_production_wealth,inv_D_sup,inv,D_sup,canonical_P1,F,full,8.0,0.5,937,99,141.7676472584751,17.810822895516377,-12.905964457710395,1.8790072128908148,10.98466121792076,0.3287086446104589,0.05394573123088521
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,23.0,0.6,1307,99,41.51810916664817,9.430032601884434,-12.60541071414176,1.1836268436394868,3.293673653970658,0.3641928079571538,0.0399244727389022
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,18.0,0.6,1307,99,53.81571874237841,9.428089410009445,-15.741617761929023,1.162826398446028,3.4186904774508817,0.3641928079571538,0.05048072416083009
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,15.0,0.6,1307,99,65.32191464072734,9.426447834385476,-18.50080294290285,1.1440350115173334,3.5307610616860106,0.3641928079571538,0.05999849939308159
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,12.0,0.6,1307,99,82.81458428471966,9.424233738638842,-22.42650424311082,1.1164494900538222,3.6927103478536742,0.3641928079571538,0.07393772794070913
m05_joint_production_wealth,inv_D_sup,inv,D_sup,flat_1.0,F,full,10.0,0.6,1307,99,100.43769614110451,9.42229956832919,-26.113332259675666,1.0895620976227005,3.846222885012683,0.3641928079571538,0.08748628818525446
