model,container,form,scheme,trust,panel,window,risk_lambda,kelly_fraction,n_bets,n_slates,total_return_pct,flat_roi_pct,max_drawdown_pct,sharpe_ann,calmar,win_rate,mean_exposure
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,canonical_P1,F,full,12.0,0.4,1099,99,122.09241639788088,13.721200847248223,-18.447227937979704,1.5806826351275602,6.618469550458221,0.3303002729754322,0.06442518543150537
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,canonical_P1,F,full,10.0,0.4,1099,99,122.09241639788088,13.721200847248223,-18.447227937979704,1.5806826351275602,6.618469550458221,0.3303002729754322,0.06442518543150537
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,canonical_P1,F,full,8.0,0.4,1099,99,122.09241639788088,13.721200847248223,-18.447227937979704,1.5806826351275602,6.618469550458221,0.3303002729754322,0.06442518543150537
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,flat_1.0,F,full,23.0,0.5,1496,99,64.11493561432218,9.772057022570104,-11.9303425306127,1.4031631579745576,5.374106858190053,0.37032085561497324,0.05505705095024518
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,flat_1.0,F,full,18.0,0.5,1496,99,84.76806670028463,9.769257115092627,-15.06005578545432,1.3776373390577876,5.628668838143179,0.37032085561497324,0.06961449147946713
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,flat_1.0,F,full,15.0,0.5,1496,99,104.7086589978032,9.76677035675193,-17.864509605373268,1.3545500644392234,5.861266909129655,0.37032085561497324,0.08274022501515722
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,flat_1.0,F,full,12.0,0.5,1496,99,136.09592405845854,9.76319232100961,-21.934340632303694,1.320610902468702,6.20469638636066,0.37032085561497324,0.10196451265486109
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,flat_1.0,F,full,10.0,0.5,1496,99,168.70101719940598,9.75625783944327,-25.83842079673868,1.286448602104909,6.529076158582392,0.37032085561497324,0.12060032833369357
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,flat_1.0,F,full,8.0,0.5,1496,99,217.19851473701368,9.839422436680831,-31.742343381555266,1.234911293553952,6.842548205285394,0.37032085561497324,0.14529999993756038
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,canonical_P1,F,full,23.0,0.5,1099,99,72.99450257623288,13.618988578500538,-11.288788041199053,1.5935363371222293,6.46610622060007,0.3303002729754322,0.04330251023119174
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,canonical_P1,F,full,18.0,0.5,1099,99,97.61827013523698,13.616972020490543,-14.25203942292828,1.5698434228620732,6.849424649934061,0.3303002729754322,0.05475166788510004
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,canonical_P1,F,full,15.0,0.5,1099,99,121.88517723480965,13.618477095223565,-16.909012160046174,1.548369275405838,7.208296740291469,0.3303002729754322,0.06505842498651616
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,canonical_P1,F,full,12.0,0.5,1099,99,159.34953159420132,13.862936466358013,-20.983455072269834,1.5661064115776622,7.594055938136983,0.3303002729754322,0.07762911841044809
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,canonical_P1,F,full,10.0,0.5,1099,99,164.83554536373538,13.72150002080628,-22.869444394617762,1.5481375630518646,7.207675994198127,0.3303002729754322,0.08053101590682492
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,canonical_P1,F,full,8.0,0.5,1099,99,164.83083786558925,13.721200847248213,-22.869444394617762,1.5481063859355275,7.207470151936947,0.3303002729754322,0.0805314817893817
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,flat_1.0,F,full,23.0,0.6,1496,99,64.11493561432138,9.772057022570024,-11.930342530612768,1.4031631579745445,5.374106858189956,0.37032085561497324,0.05505705095024512
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,flat_1.0,F,full,18.0,0.6,1496,99,84.7680667002856,9.76925711509269,-15.06005578545425,1.3776373390578003,5.62866883814327,0.37032085561497324,0.06961449147946713
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,flat_1.0,F,full,15.0,0.6,1496,99,104.70865899780226,9.766770356751893,-17.864509605373275,1.3545500644392166,5.8612669091296,0.37032085561497324,0.0827402250151572
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,flat_1.0,F,full,12.0,0.6,1496,99,136.0959240584572,9.763192321009546,-21.934340632303694,1.3206109024686934,6.2046963863606,0.37032085561497324,0.10196451265486109
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,flat_1.0,F,full,10.0,0.6,1496,99,168.70101719940544,9.756257839443247,-25.838420796738713,1.2864486021049057,6.529076158582363,0.37032085561497324,0.12060032833369363
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,flat_1.0,F,full,8.0,0.6,1496,99,217.19851473701448,9.839422436680847,-31.742343381555173,1.2349112935539543,6.842548205285439,0.37032085561497324,0.1452999999375604
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,canonical_P1,F,full,23.0,0.6,1099,99,72.99450257623373,13.61898857850064,-11.288788041199,1.5935363371222404,6.466106220600176,0.3303002729754322,0.04330251023119174
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,canonical_P1,F,full,18.0,0.6,1099,99,97.61845225437713,13.61648114651459,-14.252039422928252,1.569845638267318,6.849437428395792,0.3303002729754322,0.05475371004924262
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,canonical_P1,F,full,15.0,0.6,1099,99,121.8871550972226,13.614481908070804,-16.90901216004613,1.5483873193013051,7.208413711194,0.3303002729754322,0.0650781778443049
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,canonical_P1,F,full,12.0,0.6,1099,99,161.08052832179908,13.617106762862575,-20.768609468392558,1.5169017281526795,7.755961157002117,0.3303002729754322,0.08017186613485561
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,canonical_P1,F,full,10.0,0.6,1099,99,202.94688170004042,13.847087165915301,-24.69806982280606,1.5323787899323158,8.217115068345965,0.3303002729754322,0.09244082954796086
m12_joint_hybrid_synergy,std_D_sup,std,D_sup,canonical_P1,F,full,8.0,0.6,1099,99,212.92200983759741,13.721200847248209,-27.19668949413261,1.5152910340544774,7.828967929480278,0.3303002729754322,0.09663777814725805
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,P,full,23.0,0.3,1501,99,63.87242679402285,9.707229467814624,-12.010408993405033,1.4002367843428623,5.318089236519379,0.37108594270486345,0.05526320053748281
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,O,evaluation,23.0,0.3,785,50,12.489748227399522,4.621800675357026,-11.312992599618202,0.678969626377822,1.1040180674935678,0.36942675159235666,0.059767045773383404
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,18.0,0.3,1501,99,84.42734237380182,9.704492451702771,-15.156409980145765,1.3747226369197907,5.570405028921622,0.37108594270486345,0.06987481222651946
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,15.0,0.3,1501,99,104.26523137877241,9.70206242793506,-17.973926798281727,1.3516459395048603,5.800915545552348,0.37108594270486345,0.08304926493470487
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,12.0,0.3,1501,99,135.47638927624055,9.698567536414632,-22.060243220884317,1.3177223835471696,6.141201070167067,0.37108594270486345,0.10234469146193362
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,10.0,0.3,1501,99,167.78270282156137,9.69021460192161,-25.977498346033308,1.2831483909502353,6.458770609340885,0.37108594270486345,0.12102816432966153
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,8.0,0.3,1501,99,216.19794920854432,9.785194506815804,-31.896851733757263,1.233143939341774,6.778034114875871,0.37108594270486345,0.14570496476077396
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,P,full,23.0,0.3,1102,99,73.134927107303,13.641292067923903,-11.317331417932373,1.604551592245186,6.462206010104141,0.33030852994555354,0.04326505426661797
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,O,evaluation,23.0,0.3,538,50,24.493961023884946,10.82997167263885,-8.632155803427217,1.2579069561917897,2.837525362338818,0.32342007434944237,0.04434790254025797
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,18.0,0.3,1102,99,84.39985550410944,13.6695991929515,-13.983517452165325,1.6123986440897082,6.03566704821041,0.33030852994555354,0.048441316346169154
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,15.0,0.3,1102,99,84.4774420959357,13.670766329768114,-13.991249866883097,1.612733967451693,6.037876737223561,0.33030852994555354,0.04847140972495533
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,12.0,0.3,1102,99,84.4774420959357,13.670766329768114,-13.991249866883097,1.612733967451693,6.037876737223561,0.33030852994555354,0.04847140972495533
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,10.0,0.3,1102,99,84.4774420959357,13.670766329768114,-13.991249866883097,1.612733967451693,6.037876737223561,0.33030852994555354,0.04847140972495533
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,8.0,0.3,1102,99,84.4774420959357,13.670766329768114,-13.991249866883097,1.612733967451693,6.037876737223561,0.33030852994555354,0.04847140972495533
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,23.0,0.4,1501,99,63.87242679402219,9.707229467814555,-12.010408993404985,1.4002367843428547,5.318089236519345,0.37108594270486345,0.05526320053748283
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,18.0,0.4,1501,99,84.42734237380101,9.704492451702718,-15.15640998014576,1.3747226369197798,5.57040502892157,0.37108594270486345,0.06987481222651945
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,15.0,0.4,1501,99,104.26523137877189,9.702062427935033,-17.973926798281802,1.3516459395048552,5.800915545552295,0.37108594270486345,0.08304926493470487
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,12.0,0.4,1501,99,135.4763892762398,9.698567536414595,-22.060243220884352,1.3177223835471628,6.141201070167022,0.37108594270486345,0.10234469146193373
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,10.0,0.4,1501,99,167.78270282155984,9.690214601921566,-25.977498346033396,1.2831483909502288,6.458770609340804,0.37108594270486345,0.12102816432966153
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,8.0,0.4,1501,99,216.19794920854355,9.785194506815776,-31.89685173375722,1.2331439393417714,6.778034114875856,0.37108594270486345,0.14570496476077402
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,23.0,0.4,1102,99,72.92870862411182,13.564478256344536,-11.349077600984224,1.5925451644887003,6.425959112112093,0.33030852994555354,0.04344761758628822
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,18.0,0.4,1102,99,97.58272597409182,13.574935349501242,-14.324937853364917,1.569636075040439,6.812087212732285,0.33030852994555354,0.05490655254358267
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,15.0,0.4,1102,99,118.79835481407906,13.789384733970545,-17.202458283537048,1.5944050305389446,6.905894079555505,0.33030852994555354,0.0627126427613197
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,12.0,0.4,1102,99,122.00124635626062,13.670766329768114,-18.51171542477263,1.5804005039767375,6.590488431612172,0.33030852994555354,0.06462854629994044
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,10.0,0.4,1102,99,122.00124635626062,13.670766329768114,-18.51171542477263,1.5804005039767375,6.590488431612172,0.33030852994555354,0.06462854629994044
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,8.0,0.4,1102,99,122.00124635626062,13.670766329768114,-18.51171542477263,1.5804005039767375,6.590488431612172,0.33030852994555354,0.06462854629994044
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,23.0,0.5,1501,99,63.87242679402294,9.707229467814653,-12.010408993405063,1.4002367843428656,5.318089236519373,0.37108594270486345,0.05526320053748284
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,18.0,0.5,1501,99,84.42734237380085,9.70449245170271,-15.156409980145835,1.3747226369197798,5.570405028921532,0.37108594270486345,0.06987481222651949
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,15.0,0.5,1501,99,104.26523137877206,9.702062427935045,-17.97392679828178,1.3516459395048577,5.800915545552311,0.37108594270486345,0.08304926493470484
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,12.0,0.5,1501,99,135.47638927624033,9.698567536414625,-22.060243220884335,1.3177223835471665,6.141201070167051,0.37108594270486345,0.10234469146193372
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,10.0,0.5,1501,99,167.78270282156038,9.69021460192158,-25.977498346033347,1.2831483909502315,6.458770609340837,0.37108594270486345,0.12102816432966149
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,8.0,0.5,1501,99,216.19794920854432,9.785194506815797,-31.8968517337573,1.2331439393417738,6.778034114875864,0.37108594270486345,0.14570496476077396
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,23.0,0.5,1102,99,72.92894188065229,13.564277967214023,-11.349077600984202,1.5925492569808366,6.425979665019457,0.33030852994555354,0.04344835959161143
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,18.0,0.5,1102,99,97.52329781904294,13.562239866273288,-14.324937853365045,1.5688406334100808,6.80793863242722,0.33030852994555354,0.054935912956609316
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,15.0,0.5,1102,99,121.75306073216365,13.563381266873595,-16.99215918826165,1.547306196322378,7.16524953557826,0.33030852994555354,0.06527708288702713
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,12.0,0.5,1102,99,159.10593926417985,13.804640903374926,-21.067837268081835,1.5648371083756059,7.552077474284857,0.33030852994555354,0.07788436868994984
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,10.0,0.5,1102,99,164.69910140592384,13.670766329768108,-22.943938685465646,1.5478284891301692,7.178327298715115,0.33030852994555354,0.08078568287492555
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,8.0,0.5,1102,99,164.69910140592384,13.670766329768108,-22.943938685465646,1.5478284891301692,7.178327298715115,0.33030852994555354,0.08078568287492555
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,23.0,0.6,1501,99,63.87242679402285,9.707229467814624,-12.010408993405033,1.4002367843428623,5.318089236519379,0.37108594270486345,0.05526320053748281
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,18.0,0.6,1501,99,84.42734237380182,9.704492451702771,-15.156409980145765,1.3747226369197907,5.570405028921622,0.37108594270486345,0.06987481222651946
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,15.0,0.6,1501,99,104.26523137877241,9.70206242793506,-17.973926798281727,1.3516459395048603,5.800915545552348,0.37108594270486345,0.08304926493470487
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,12.0,0.6,1501,99,135.47638927624055,9.698567536414632,-22.060243220884317,1.3177223835471696,6.141201070167067,0.37108594270486345,0.10234469146193362
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,10.0,0.6,1501,99,167.78270282156137,9.69021460192161,-25.977498346033308,1.2831483909502353,6.458770609340885,0.37108594270486345,0.12102816432966153
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,flat_1.0,F,full,8.0,0.6,1501,99,216.19794920854432,9.785194506815804,-31.896851733757263,1.233143939341774,6.778034114875871,0.37108594270486345,0.14570496476077396
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,23.0,0.6,1102,99,72.92894188065316,13.564277967214123,-11.34907760098412,1.5925492569808526,6.42597966501958,0.33030852994555354,0.04344835959161142
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,18.0,0.6,1102,99,97.52400693080546,13.561818343352789,-14.324937853364847,1.5688492565814924,6.807988134335788,0.33030852994555354,0.05493788788933298
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,15.0,0.6,1102,99,121.76105513863212,13.559819520391637,-16.992159188261667,1.5473791169527793,7.165720011777299,0.33030852994555354,0.06529691516258447
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,12.0,0.6,1102,99,160.88785431889403,13.561984944740777,-20.864926597721844,1.5158149688403475,7.710923571447441,0.33030852994555354,0.08044088251594235
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,10.0,0.6,1102,99,202.61105838851364,13.788549313911602,-24.792174038645012,1.5310534436326872,8.172379641764854,0.33030852994555354,0.09274739042448836
m12_joint_hybrid_synergy,std_D_sup_anch,std,D_sup_anch,canonical_P1,F,full,8.0,0.6,1102,99,212.74092167187823,13.670766329768114,-27.27907939014295,1.515016311923692,7.798684062217665,0.33030852994555354,0.09694281944991066
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,P,full,23.0,0.3,1499,99,63.751746768339636,9.70728011408248,-11.918531880276458,1.404457447682039,5.348959704830766,0.3682454969979987,0.05515228576802216
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,O,evaluation,23.0,0.3,786,50,12.858142849745713,4.727125050072777,-11.13419843878276,0.7029885555511038,1.1548332751963617,0.36768447837150126,0.0596973188748908
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,18.0,0.3,1499,99,84.27478664382551,9.704655672862662,-15.043272007124987,1.379078670722583,5.602158001524549,0.3682454969979987,0.06973319646632119
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,15.0,0.3,1499,99,104.0871921489836,9.702326555987462,-17.842710762348815,1.356126021582052,5.8335974581074,0.3682454969979987,0.08287948178455981
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,12.0,0.3,1499,99,135.2709928962914,9.698978449597163,-21.90441443283474,1.3223875945784735,6.175512854318535,0.3682454969979987,0.10213282884563162
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,10.0,0.3,1499,99,167.54305428640896,9.690488845825984,-25.799857687809396,1.2878754598410045,6.493952653295997,0.3682454969979987,0.12076743276877774
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,8.0,0.3,1499,99,216.0750238003661,9.788080983872335,-31.677359561321587,1.2382916950979075,6.821118514694518,0.3682454969979987,0.1453865378389505
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,canonical_P1,P,full,23.0,0.3,1102,99,73.26199797697575,13.691512620625014,-11.263749213704035,1.6128932875261779,6.504228440015477,0.3294010889292196,0.043141445171511736
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,canonical_P1,O,evaluation,23.0,0.3,540,50,24.747964087745732,10.943159130808905,-8.613298631631013,1.2765550486489883,2.8732272206216845,0.32222222222222224,0.044222469941682066
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,canonical_P1,F,full,18.0,0.3,1102,99,84.65541691131,13.730438193742051,-13.926208418857902,1.6219992706959374,6.078856093857932,0.3294010889292196,0.04830645589889904
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,canonical_P1,F,full,15.0,0.3,1102,99,84.76290079298914,13.735383937811015,-13.930183609053554,1.6227803992324648,6.084837298045357,0.3294010889292196,0.04833496762185151
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,canonical_P1,F,full,12.0,0.3,1102,99,84.76290079298914,13.735383937811015,-13.930183609053554,1.6227803992324648,6.084837298045357,0.3294010889292196,0.04833496762185151
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,canonical_P1,F,full,10.0,0.3,1102,99,84.76290079298914,13.735383937811015,-13.930183609053554,1.6227803992324648,6.084837298045357,0.3294010889292196,0.04833496762185151
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,canonical_P1,F,full,8.0,0.3,1102,99,84.76290079298914,13.735383937811015,-13.930183609053554,1.6227803992324648,6.084837298045357,0.3294010889292196,0.04833496762185151
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,23.0,0.4,1499,99,63.751746768339856,9.707280114082499,-11.918531880276364,1.4044574476820442,5.348959704830826,0.3682454969979987,0.05515228576802216
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,18.0,0.4,1499,99,84.2747866438267,9.704655672862764,-15.043272007124934,1.3790786707225973,5.602158001524648,0.3682454969979987,0.06973319646632117
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,15.0,0.4,1499,99,104.08719214898419,9.702326555987487,-17.842710762348794,1.3561260215820583,5.83359745810744,0.3682454969979987,0.08287948178455978
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,12.0,0.4,1499,99,135.27099289629084,9.698978449597147,-21.904414432834795,1.3223875945784704,6.1755128543184945,0.3682454969979987,0.10213282884563159
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,10.0,0.4,1499,99,167.54305428640785,9.690488845825971,-25.799857687809368,1.2878754598409998,6.4939526532959615,0.3682454969979987,0.12076743276877774
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,8.0,0.4,1499,99,216.07502380036848,9.788080983872378,-31.677359561321556,1.2382916950979146,6.8211185146946,0.3682454969979987,0.14538653783895047
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,canonical_P1,F,full,23.0,0.4,1102,99,73.02950145579767,13.610541071807202,-11.300521853500504,1.6000688671237915,6.462489290543313,0.3294010889292196,0.043325385712665164
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,canonical_P1,F,full,18.0,0.4,1102,99,97.74981431103258,13.62186063381951,-14.266478895887062,1.5773175106465755,6.851712677275487,0.3294010889292196,0.05475076895643761
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,canonical_P1,F,full,15.0,0.4,1102,99,119.15962415691426,13.845236296311594,-17.13827073234896,1.60354765339626,6.952838242425309,0.3294010889292196,0.06254370297888522
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,canonical_P1,F,full,12.0,0.4,1102,99,122.48757226039496,13.735383937811019,-18.435520809211393,1.590527962555931,6.644106967631393,0.3294010889292196,0.064446623495802
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,canonical_P1,F,full,10.0,0.4,1102,99,122.48757226039496,13.735383937811019,-18.435520809211393,1.590527962555931,6.644106967631393,0.3294010889292196,0.064446623495802
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,canonical_P1,F,full,8.0,0.4,1102,99,122.48757226039496,13.735383937811019,-18.435520809211393,1.590527962555931,6.644106967631393,0.3294010889292196,0.064446623495802
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,23.0,0.5,1499,99,63.75174676833944,9.70728011408246,-11.918531880276356,1.4044574476820346,5.348959704830794,0.3682454969979987,0.05515228576802217
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,18.0,0.5,1499,99,84.27478664382588,9.704655672862707,-15.043272007124905,1.3790786707225884,5.602158001524604,0.3682454969979987,0.06973319646632113
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,15.0,0.5,1499,99,104.08719214898285,9.702326555987405,-17.84271076234878,1.3561260215820454,5.83359745810737,0.3682454969979987,0.0828794817845598
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,12.0,0.5,1499,99,135.27099289629146,9.698978449597176,-21.90441443283469,1.3223875945784747,6.175512854318552,0.3682454969979987,0.1021328288456316
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,10.0,0.5,1499,99,167.5430542864077,9.690488845825948,-25.799857687809357,1.287875459840998,6.493952653295959,0.3682454969979987,0.12076743276877773
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,8.0,0.5,1499,99,216.07502380036897,9.788080983872394,-31.677359561321662,1.238291695097917,6.821118514694593,0.3682454969979987,0.14538653783895053
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,canonical_P1,F,full,23.0,0.5,1102,99,73.0294572202487,13.610244027299268,-11.300521853500497,1.6000680873069708,6.462485376073742,0.3294010889292196,0.04332631231896317
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,canonical_P1,F,full,18.0,0.5,1102,99,97.68464762313509,13.60851582170151,-14.266478895887094,1.576445049330604,6.847144858658625,0.3294010889292196,0.054780379642938255
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,canonical_P1,F,full,15.0,0.5,1102,99,121.99529801783906,13.610354755038534,-16.925748857692632,1.55505778696173,7.207675066169558,0.3294010889292196,0.06509156410790572
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,canonical_P1,F,full,12.0,0.5,1102,99,159.5798620117296,13.856652632372695,-20.994023836332783,1.5736045491983073,7.601204192954983,0.3294010889292196,0.07766816247072612
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,canonical_P1,F,full,10.0,0.5,1102,99,165.46515167848867,13.735383937811013,-22.85503024482277,1.5580360985853041,7.239769534585088,0.3294010889292196,0.08055827936975252
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,canonical_P1,F,full,8.0,0.5,1102,99,165.46515167848867,13.735383937811013,-22.85503024482277,1.5580360985853041,7.239769534585088,0.3294010889292196,0.08055827936975252
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,23.0,0.6,1499,99,63.751746768339636,9.70728011408248,-11.918531880276458,1.404457447682039,5.348959704830766,0.3682454969979987,0.05515228576802216
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,18.0,0.6,1499,99,84.27478664382551,9.704655672862662,-15.043272007124987,1.379078670722583,5.602158001524549,0.3682454969979987,0.06973319646632119
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,15.0,0.6,1499,99,104.0871921489836,9.702326555987462,-17.842710762348815,1.356126021582052,5.8335974581074,0.3682454969979987,0.08287948178455981
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,12.0,0.6,1499,99,135.2709928962914,9.698978449597163,-21.90441443283474,1.3223875945784735,6.175512854318535,0.3682454969979987,0.10213282884563162
m12_joint_hybrid_synergy,std_D_tot,std,D_tot,flat_1.0,F,full,10.0,0.6,1499,99,167.54305428640896,9.690488845825984,-25.799857687809396,1.2878754598410045,6.493952653295997,0.3682454969979987,0.12076743276877774
