model,container,price,trust,family,selection,n_bets,win_rate,mean_odds,p_model,p_market,stake_units,pnl_units,mean_payoff,flat_roi,kelly_roi,capital_share,efficiency,edge,calibration
m12_joint_hybrid_synergy,std_t25,t25,flat_1.0,O/U 3.5_over_35,over_35,12,0.25,3.60428719816058,0.30332081625743,0.2834832081045881,35.88386681493959,9.92321302929686,-0.054522633744856,-5.4522633744856,27.65368927622235,0.5709223259725035,3.015455676469766,0.019837608152841912,-0.053320816257430015
m12_joint_hybrid_synergy,std_t25,t25,canonical_P1,1X2_home,home,268,0.3582089552238806,3.301790318153882,0.37274213152289165,0.3294762631792898,2159.4479752014977,293.4177905775417,0.08851552876510825,8.851552876510825,13.587629521390204,40.21120915037256,1.0082298090850235,0.043265868343601854,-0.014533176299011075
m12_joint_hybrid_synergy,std_t25,t25,canonical_P1,1X2_away,away,322,0.2670807453416149,4.541895465314236,0.30242039216643946,0.25647619549986966,1879.8321401361768,111.26141478742504,0.038193244343202884,3.8193244343202886,5.91868882395878,35.004466059227454,0.4391787760786014,0.04594419666656979,-0.035339646824824544
m12_joint_hybrid_synergy,std_t25,t25,canonical_P1,1X2_draw,draw,273,0.2454212454212454,4.177299250838147,0.2487084380770466,0.24482527894249104,669.5888551106264,81.99275243615355,0.005711428196782287,0.5711428196782287,12.24523852366197,12.468453885812897,0.9086216605682897,0.0038831591345555583,-0.0032871926558011855
m12_joint_hybrid_synergy,std_t25,t25,canonical_P1,O/U 2.5_under_25,under_25,130,0.5461538461538461,2.232674490931218,0.4806511075914286,0.4533431869072996,661.3947466314182,237.0633767657396,0.20472397713047624,20.472397713047624,35.842948250366156,12.31587090458709,2.659619826594568,0.027307920684129017,0.0655027385624175
m12_joint_hybrid_synergy,sta_t25,close,flat_1.0,1X2_away,away,348,0.27011494252873564,4.465832961955143,0.2930624461075024,0.26249416014206617,1381.7269859600663,88.61309372976126,0.03952609651691988,3.9526096516919877,6.413212930642023,35.608447290754164,0.7706334422180087,0.030568285965436204,-0.022947503578766737
m12_joint_hybrid_synergy,sta_t25,close,flat_1.0,1X2_home,home,258,0.37209302325581395,3.334205144035533,0.3603134561611668,0.33017558309271033,1122.2490079664092,77.03399640126838,0.10619270823051007,10.619270823051007,6.864251681617359,28.921447618327086,0.8248317900659474,0.030137873068456444,0.01177956709464717
m12_joint_hybrid_synergy,sta_t25,close,flat_1.0,1X2_draw,draw,193,0.25906735751295334,4.360173206779117,0.24297625619775176,0.23657975104557008,402.89018150059746,64.36748733645905,0.10262528812070465,10.262528812070466,15.976434843042608,10.382871535188375,1.919782659739805,0.006396505152181681,0.016091101315201584
m12_joint_hybrid_synergy,sta_t25,close,flat_1.0,O/U 2.5_under_25,under_25,109,0.5137614678899083,2.27571939458203,0.4706691649476935,0.4451385448620184,362.61152125397103,171.02860262768377,0.16340599382365303,16.340599382365305,47.1657938601174,9.344851314907576,5.667601944682127,0.025530620085675082,0.04309230294221478
m12_joint_hybrid_synergy,sta_t25,close,flat_1.0,O/U 3.5_under_35,under_35,44,0.5454545454545454,1.6088177191542992,0.6620396977516044,0.6238995594764654,252.53424686900587,-63.59958735014935,-0.15674738357564474,-15.674738357564474,-25.18453957777046,6.508052972922963,-3.026259791369503,0.03814013827513907,-0.11658515229705901
m12_joint_hybrid_synergy,sta_t25,close,flat_1.0,O/U 2.5_over_25,over_25,34,0.5588235294117647,2.1115538560597438,0.49737978347650214,0.4745471307159091,76.46665130763097,-3.8919966874923415,0.16253116510913354,16.253116510913355,-5.089796167265848,1.9706199200389278,-0.6116071901850049,0.022832652760593042,0.061443745935262584
m12_joint_hybrid_synergy,sta_t25,close,flat_1.0,BTTS_btts_no,btts_no,26,0.2692307692307692,2.442337588650264,0.4338002478030525,0.4115038101301096,68.52379042165312,-29.442600544948075,-0.39789651873235327,-39.78965187323533,-42.966975941897665,1.76592467555862,-5.163057726275769,0.02229643767294287,-0.16456947857228327
m12_joint_hybrid_synergy,sta_t25,close,flat_1.0,BTTS_btts_yes,btts_yes,17,0.5294117647058824,1.885820559706544,0.5491148595226689,0.5351234081685955,65.6503110278126,-3.1738348008871764,-0.07073492100067215,-7.073492100067215,-4.834455086652352,1.6918723189235332,-0.580924538911621,0.013991451354073425,-0.01970309481678656
m12_joint_hybrid_synergy,sta_t25,close,flat_1.0,O/U 1.5_over_15,over_15,17,0.7647058823529411,1.3726340194891549,0.7425998058577566,0.7276737002651,59.652547080160154,-6.789262010310317,0.04947957157316232,4.947957157316233,-11.381344708025651,1.53730411293024,-1.367621026195598,0.014926105592656613,0.02210607649518448
m12_joint_hybrid_synergy,sta_t25,close,flat_1.0,O/U 1.5_under_15,under_15,30,0.26666666666666666,5.055203688345636,0.22513511203511874,0.20334659372072,49.20846366487649,40.06463656368056,0.34626399800960617,34.62639980096062,81.41818211706838,1.2681499330001416,9.783485223798408,0.021788518314398736,0.04153155463154792
m12_joint_hybrid_synergy,sta_t25,close,flat_1.0,O/U 3.5_over_35,over_35,20,0.2,3.603591903301802,0.29667806624259196,0.2820713189058387,38.82113225667814,-11.2889982104052,-0.2165998813606948,-21.65998813606948,-29.079518175215586,1.000458307448351,-3.4942936452858606,0.014606747336753267,-0.09667806624259195
m12_joint_hybrid_synergy,sta_t25,close,canonical_P1,1X2_home,home,258,0.37209302325581395,3.334205144035533,0.3603134561611668,0.33017558309271033,1300.4155846528047,106.210145662628,0.10619270823051007,10.619270823051007,8.16740024620551,39.18132919045657,0.6210110045067178,0.030137873068456444,0.01177956709464717
m12_joint_hybrid_synergy,sta_t25,close,canonical_P1,1X2_away,away,348,0.27011494252873564,4.465832961955143,0.2930624461075024,0.26249416014206617,1229.2782289535767,64.83932054141526,0.03952609651691988,3.9526096516919877,5.274584631390548,37.037971186842505,0.40105480343238203,0.030568285965436204,-0.022947503578766737
m12_joint_hybrid_synergy,sta_t25,close,canonical_P1,O/U 2.5_under_25,under_25,109,0.5137614678899083,2.27571939458203,0.4706691649476935,0.4451385448620184,433.74775077594217,199.57264562115773,0.16340599382365303,16.340599382365305,46.01122317386943,13.068755565021712,3.4984787154348616,0.025530620085675082,0.04309230294221478
m12_joint_hybrid_synergy,sta_t25,close,canonical_P1,1X2_draw,draw,193,0.25906735751295334,4.360173206779117,0.24297625619775176,0.23657975104557008,355.5259426453546,65.88120031139925,0.10262528812070465,10.262528812070466,18.530630935452518,10.71194405767919,1.4089827098549503,0.006396505152181681,0.016091101315201584
